Tarih,TP_ISTIRAKBS_A3
2014-09-01,1634922.0
2014-10-01,1674898.0
2014-11-01,1711414.0
2014-12-01,1725495.0
2015-01-01,1742595.0
2015-02-01,2393161.0
2015-03-01,2387198.0
2015-04-01,2408852.0
2015-05-01,2459170.0
2015-06-01,2373881.0
2015-07-01,2398700.0
2015-08-01,2235996.0
2015-09-01,2143322.0
2015-10-01,2221531.0
2015-11-01,2209316.0
2015-12-01,2192204.0
2016-01-01,2181937.0
2016-02-01,2288038.0
2016-03-01,2340233.0
2016-04-01,2409542.0
2016-05-01,2360804.0
2016-06-01,2347528.0
2016-07-01,2315454.0
2016-08-01,2402657.0
2016-09-01,2351538.0
2016-10-01,2390630.0
2016-11-01,2270348.0
2016-12-01,2434732.0
2017-01-01,2465805.0
2017-02-01,2500887.0
2017-03-01,2594639.0
2017-04-01,2737974.0
2017-05-01,2765232.0
2017-06-01,3181407.0
2017-07-01,3321050.0
2017-08-01,3293539.0
2017-09-01,3150375.0
2017-10-01,3128887.0
2017-11-01,3086641.0
2017-12-01,3225111.0
2018-01-01,3904653.0
2018-02-01,3987970.0
2018-03-01,3864020.0
2018-04-01,3858347.0
2018-05-01,3813352.0
2018-06-01,3792113.0
2018-07-01,3778963.0
2018-08-01,3637099.0
2018-09-01,3779255.0
2018-10-01,3821347.0
2018-11-01,3880449.0
2018-12-01,4075521.0
2019-01-01,4147062.0
2019-02-01,4167195.0
2019-03-01,4418167.0
2019-04-01,4434220.0
2019-05-01,4455157.0
2019-06-01,4557524.0
2019-07-01,4643730.0
2019-08-01,4664080.0
2019-09-01,4730432.0
2019-10-01,4823609.0
2019-11-01,4817702.0
2019-12-01,4907397.0
2020-01-01,4987499.0
2020-02-01,5218909.0
2020-03-01,5143056.0
2020-04-01,5230867.0
2020-05-01,5293998.0
2020-06-01,8490296.0
2020-07-01,11339433.0
2020-08-01,11399837.0
2020-09-01,11437504.0
2020-10-01,11749333.0
2020-11-01,11825472.0
2020-12-01,12133999.0
2021-01-01,12201525.0
2021-02-01,12229711.0
2021-03-01,12042070.0
2021-04-01,12114706.0
2021-05-01,12198863.0
2021-06-01,13231772.0
2021-07-01,13280594.0
2021-08-01,13301001.0
2021-09-01,13360742.0
2021-10-01,13448715.0
2021-11-01,13488581.0
2021-12-01,16308929.0
2022-01-01,16527687.0
2022-02-01,16596914.0
2022-03-01,18781772.0
2022-04-01,19975511.0
2022-05-01,20119421.0
2022-06-01,20858985.0
2022-07-01,21191371.0
2022-08-01,22104199.0
2022-09-01,25327616.0
2022-10-01,25761629.0
2022-11-01,26356490.0
2022-12-01,38377931.0
2023-01-01,38345091.0
2023-02-01,38692717.0
2023-03-01,17449683.0
2023-04-01,24798388.0
2023-05-01,25167169.0
2023-06-01,26072652.0
2023-07-01,26804750.0
2023-08-01,27461235.0
2023-09-01,28169657.0
2023-10-01,28185790.0
2023-11-01,28484221.0
2023-12-01,31485385.0
2024-01-01,32143042.0
2024-02-01,32487803.0
2024-03-01,32828275.0
2024-04-01,33650781.0
2024-05-01,34412661.0
2024-06-01,35731592.0
2024-07-01,36322916.0
2024-08-01,36517060.0
2024-09-01,37077249.0
2024-10-01,37583068.0
2024-11-01,38373026.0
2024-12-01,46692594.0
2025-01-01,47562580.0
2025-02-01,48625129.0
2025-03-01,48425324.0
2025-04-01,48922491.0
2025-05-01,49604576.0
2025-06-01,51392820.0
2025-07-01,52330929.0
2025-08-01,52375255.0
