Tarih,TP_ISTIRAKBS_A25
2015-01-01,177161.0
2015-02-01,182824.0
2015-03-01,189232.0
2015-04-01,192623.0
2015-05-01,193784.0
2015-06-01,196161.0
2015-07-01,201724.0
2015-08-01,210561.0
2015-09-01,218679.0
2015-10-01,120918.0
2015-11-01,121064.0
2015-12-01,28367.0
2016-01-01,28367.0
2016-02-01,28367.0
2016-03-01,28367.0
2016-04-01,28367.0
2016-05-01,29985.0
2016-06-01,29985.0
2016-07-01,29985.0
2016-08-01,29985.0
2016-09-01,29985.0
2016-10-01,29985.0
2016-11-01,29985.0
2016-12-01,29985.0
2017-01-01,29985.0
2017-02-01,29985.0
2017-03-01,29985.0
2017-04-01,29985.0
2017-05-01,29985.0
2017-06-01,41954.0
2017-07-01,42927.0
2017-08-01,42955.0
2017-09-01,44591.0
2017-10-01,46118.0
2017-11-01,49888.0
2017-12-01,47480.0
2018-01-01,48703.0
2018-02-01,48518.0
2018-03-01,47640.0
2018-04-01,47750.0
2018-05-01,50146.0
2018-06-01,57567.0
2018-07-01,61859.0
2018-08-01,77132.0
2018-09-01,75162.0
2018-10-01,66718.0
2018-11-01,63305.0
2018-12-01,69201.0
2019-01-01,11488.0
2019-02-01,11488.0
2019-03-01,11488.0
2019-04-01,11488.0
2019-05-01,11488.0
2019-06-01,11488.0
2019-07-01,11488.0
2019-08-01,11488.0
2019-09-01,11488.0
2019-10-01,11488.0
2019-11-01,11488.0
2019-12-01,11488.0
2020-01-01,11488.0
2020-02-01,11488.0
2020-03-01,11488.0
2020-04-01,11488.0
2020-05-01,11488.0
2020-06-01,11488.0
2020-07-01,11488.0
2020-08-01,11488.0
2020-09-01,11488.0
2020-10-01,11488.0
2020-11-01,11488.0
2020-12-01,11488.0
2021-01-01,11488.0
2021-02-01,11488.0
2021-03-01,11488.0
2021-04-01,11488.0
2021-05-01,11488.0
2021-06-01,11488.0
2021-07-01,11488.0
2021-08-01,11488.0
2021-09-01,11488.0
2021-10-01,11488.0
2021-11-01,11488.0
2021-12-01,11488.0
2022-01-01,11488.0
2022-02-01,11488.0
2022-03-01,11488.0
2022-04-01,11488.0
2022-05-01,11488.0
2022-06-01,11488.0
2022-07-01,11488.0
2022-08-01,11488.0
2022-09-01,11488.0
2022-10-01,11488.0
2022-11-01,11488.0
2022-12-01,7196.0
2023-01-01,7196.0
2023-02-01,7196.0
2023-03-01,7196.0
2023-04-01,7196.0
2023-05-01,7196.0
2023-06-01,7196.0
2023-07-01,7196.0
2023-08-01,7196.0
2023-09-01,7196.0
2023-10-01,7196.0
2023-11-01,7196.0
2023-12-01,7196.0
2024-01-01,7196.0
2024-02-01,7196.0
2024-03-01,7196.0
2024-04-01,7196.0
2024-05-01,7196.0
2024-06-01,7196.0
2024-07-01,7196.0
2024-08-01,7196.0
2024-09-01,7196.0
2024-10-01,7196.0
2024-11-01,7196.0
2024-12-01,7196.0
2025-01-01,7196.0
2025-02-01,7196.0
2025-03-01,7196.0
2025-04-01,7196.0
2025-05-01,7196.0
2025-06-01,7196.0
2025-07-01,7196.0
2025-08-01,7196.0
