Tarih,TP_ISTIRAKBS_A6
2014-06-01,4804813.0
2014-07-01,4857500.0
2014-08-01,4877386.0
2014-09-01,4645338.0
2014-10-01,4628592.0
2014-11-01,4869210.0
2014-12-01,5136227.0
2015-01-01,5302199.0
2015-02-01,5254809.0
2015-03-01,5077235.0
2015-04-01,5468135.0
2015-05-01,5528755.0
2015-06-01,7006788.0
2015-07-01,5855364.0
2015-08-01,5731564.0
2015-09-01,6478818.0
2015-10-01,6601204.0
2015-11-01,6676485.0
2015-12-01,6896778.0
2016-01-01,6902233.0
2016-02-01,7071584.0
2016-03-01,7193274.0
2016-04-01,7317578.0
2016-05-01,7448763.0
2016-06-01,7464261.0
2016-07-01,7484936.0
2016-08-01,7542791.0
2016-09-01,7574439.0
2016-10-01,7581556.0
2016-11-01,8897695.0
2016-12-01,9122929.0
2017-01-01,9199613.0
2017-02-01,9310814.0
2017-03-01,9371294.0
2017-04-01,9486179.0
2017-05-01,9708551.0
2017-06-01,9806156.0
2017-07-01,9987992.0
2017-08-01,9970404.0
2017-09-01,9911011.0
2017-10-01,10649564.0
2017-11-01,10410937.0
2017-12-01,9973756.0
2018-01-01,9761891.0
2018-02-01,9832791.0
2018-03-01,11574272.0
2018-04-01,11692758.0
2018-05-01,11705613.0
2018-06-01,11885380.0
2018-07-01,11934629.0
2018-08-01,11900845.0
2018-09-01,11882168.0
2018-10-01,11976883.0
2018-11-01,12996576.0
2018-12-01,14055324.0
2019-01-01,13990960.0
2019-02-01,14060837.0
2019-03-01,13878266.0
2019-04-01,14979868.0
2019-05-01,14921861.0
2019-06-01,15167748.0
2019-07-01,15404582.0
2019-08-01,15499492.0
2019-09-01,15253727.0
2019-10-01,15984026.0
2019-11-01,16194462.0
2019-12-01,17024397.0
2020-01-01,18059651.0
2020-02-01,17881721.0
2020-03-01,17470205.0
2020-04-01,18036338.0
2020-05-01,18831071.0
2020-06-01,18286791.0
2020-07-01,19017125.0
2020-08-01,18933361.0
2020-09-01,19933467.0
2020-10-01,19863844.0
2020-11-01,20872927.0
2020-12-01,22368243.0
2021-01-01,23850082.0
2021-02-01,24426839.0
2021-03-01,25244915.0
2021-04-01,26170923.0
2021-05-01,24074703.0
2021-06-01,24600747.0
2021-07-01,24720178.0
2021-08-01,24846503.0
2021-09-01,25208657.0
2021-10-01,25479731.0
2021-11-01,25747539.0
2021-12-01,27346807.0
2022-01-01,28379235.0
2022-02-01,29324165.0
2022-03-01,30527270.0
2022-04-01,33195464.0
2022-05-01,34191527.0
2022-06-01,35534981.0
2022-07-01,36739648.0
2022-08-01,40201442.0
2022-09-01,40741450.0
2022-10-01,43658744.0
2022-11-01,46976521.0
2022-12-01,59978885.0
2023-01-01,59245719.0
2023-02-01,57234601.0
2023-03-01,74356363.0
2023-04-01,80314312.0
2023-05-01,78336442.0
2023-06-01,89425384.0
2023-07-01,95458728.0
2023-08-01,103976899.0
2023-09-01,111017803.0
2023-10-01,110851045.0
2023-11-01,115095140.0
2023-12-01,126697887.0
2024-01-01,133417328.0
2024-02-01,139479516.0
2024-03-01,144395430.0
2024-04-01,150289608.0
2024-05-01,153448428.0
2024-06-01,167600706.0
2024-07-01,179305421.0
2024-08-01,182079071.0
2024-09-01,186841303.0
2024-10-01,189295165.0
2024-11-01,203343273.0
2024-12-01,225900475.0
2025-01-01,230771193.0
2025-02-01,233606314.0
2025-03-01,255578006.0
2025-04-01,258833195.0
2025-05-01,270354198.0
2025-06-01,297634280.0
2025-07-01,307700014.0
2025-08-01,313248063.0
