Tarih,TP_ISTIRAKBS_A12
2014-06-01,7661134.0
2014-07-01,7645812.0
2014-08-01,7648429.0
2014-09-01,7724623.0
2014-10-01,7758945.0
2014-11-01,7737940.0
2014-12-01,7815965.0
2015-01-01,7848311.0
2015-02-01,7930421.0
2015-03-01,8037276.0
2015-04-01,8113520.0
2015-05-01,8010888.0
2015-06-01,9950555.0
2015-07-01,11259145.0
2015-08-01,12038522.0
2015-09-01,11926249.0
2015-10-01,11529935.0
2015-11-01,11341881.0
2015-12-01,11346116.0
2016-01-01,11496212.0
2016-02-01,11565419.0
2016-03-01,11688198.0
2016-04-01,11743857.0
2016-05-01,12053261.0
2016-06-01,11924280.0
2016-07-01,12412461.0
2016-08-01,12433968.0
2016-09-01,12680856.0
2016-10-01,12868631.0
2016-11-01,13450688.0
2016-12-01,14090399.0
2017-01-01,15304728.0
2017-02-01,14724346.0
2017-03-01,15043006.0
2017-04-01,15098972.0
2017-05-01,15483838.0
2017-06-01,15727719.0
2017-07-01,16182310.0
2017-08-01,16290372.0
2017-09-01,18979556.0
2017-10-01,19097044.0
2017-11-01,20321951.0
2017-12-01,20993930.0
2018-01-01,21029556.0
2018-02-01,21223811.0
2018-03-01,21763351.0
2018-04-01,21985697.0
2018-05-01,23611092.0
2018-06-01,24195766.0
2018-07-01,26119011.0
2018-08-01,34129518.0
2018-09-01,32472331.0
2018-10-01,29567720.0
2018-11-01,27897591.0
2018-12-01,29460835.0
2019-01-01,29211965.0
2019-02-01,29920973.0
2019-03-01,30863332.0
2019-04-01,33260723.0
2019-05-01,32710880.0
2019-06-01,33152511.0
2019-07-01,31509884.0
2019-08-01,32940561.0
2019-09-01,32321893.0
2019-10-01,32809868.0
2019-11-01,32629224.0
2019-12-01,34615265.0
2020-01-01,34435362.0
2020-02-01,35986094.0
2020-03-01,37246942.0
2020-04-01,39741969.0
2020-05-01,39864533.0
2020-06-01,39991952.0
2020-07-01,42367312.0
2020-08-01,45353035.0
2020-09-01,47145325.0
2020-10-01,50526298.0
2020-11-01,48990970.0
2020-12-01,48136925.0
2021-01-01,47065922.0
2021-02-01,47591281.0
2021-03-01,51767858.0
2021-04-01,53336476.0
2021-05-01,56044179.0
2021-06-01,56304232.0
2021-07-01,55473515.0
2021-08-01,54490892.0
2021-09-01,57051951.0
2021-10-01,61335957.0
2021-11-01,81444708.0
2021-12-01,84171163.0
2022-01-01,84380318.0
2022-02-01,87004644.0
2022-03-01,86094640.0
2022-04-01,83535392.0
2022-05-01,93610241.0
2022-06-01,94535236.0
2022-07-01,99563233.0
2022-08-01,102188751.0
2022-09-01,105110220.0
2022-10-01,107531954.0
2022-11-01,113284225.0
2022-12-01,115069107.0
2023-01-01,117590470.0
2023-02-01,118962609.0
2023-03-01,118334818.0
2023-04-01,123048640.0
2023-05-01,126708678.0
2023-06-01,162082074.0
2023-07-01,174417920.0
2023-08-01,171467749.0
2023-09-01,173704350.0
2023-10-01,181212636.0
2023-11-01,191146389.0
2023-12-01,203479934.0
2024-01-01,207208381.0
2024-02-01,208036092.0
2024-03-01,214891095.0
2024-04-01,214603272.0
2024-05-01,217646978.0
2024-06-01,221255240.0
2024-07-01,229640450.0
2024-08-01,242676833.0
2024-09-01,248072751.0
2024-10-01,244166743.0
2024-11-01,241561724.0
2024-12-01,256567411.0
2025-01-01,261155908.0
2025-02-01,269769138.0
2025-03-01,291776197.0
2025-04-01,312684856.0
2025-05-01,319603606.0
2025-06-01,339493211.0
2025-07-01,340208806.0
2025-08-01,350930854.0
