Tarih,TP_ISTIRAKBS_A1
2014-06-01,23697125.0
2014-07-01,24368718.0
2014-08-01,24100872.0
2014-09-01,23774143.0
2014-10-01,24586682.0
2014-11-01,24847903.0
2014-12-01,25658815.0
2015-01-01,26176963.0
2015-02-01,26801831.0
2015-03-01,25994217.0
2015-04-01,26939725.0
2015-05-01,27089521.0
2015-06-01,30698902.0
2015-07-01,30671880.0
2015-08-01,30132137.0
2015-09-01,31697178.0
2015-10-01,32020438.0
2015-11-01,31659270.0
2015-12-01,32162029.0
2016-01-01,31924167.0
2016-02-01,32715189.0
2016-03-01,33403268.0
2016-04-01,33944973.0
2016-05-01,33716948.0
2016-06-01,33678499.0
2016-07-01,34242157.0
2016-08-01,34613295.0
2016-09-01,34586234.0
2016-10-01,34931862.0
2016-11-01,36796805.0
2016-12-01,38673093.0
2017-01-01,40450162.0
2017-02-01,39786657.0
2017-03-01,40460743.0
2017-04-01,41384920.0
2017-05-01,42535732.0
2017-06-01,43179203.0
2017-07-01,44777192.0
2017-08-01,44780921.0
2017-09-01,46861008.0
2017-10-01,48608495.0
2017-11-01,49346411.0
2017-12-01,51443120.0
2018-01-01,53647101.0
2018-02-01,53725283.0
2018-03-01,54730424.0
2018-04-01,54242659.0
2018-05-01,56041183.0
2018-06-01,57432976.0
2018-07-01,59741743.0
2018-08-01,68525229.0
2018-09-01,67446826.0
2018-10-01,64575112.0
2018-11-01,64382349.0
2018-12-01,67666274.0
2019-01-01,67832467.0
2019-02-01,68782192.0
2019-03-01,69688748.0
2019-04-01,72712016.0
2019-05-01,72270223.0
2019-06-01,73369348.0
2019-07-01,72344719.0
2019-08-01,74348484.0
2019-09-01,73525509.0
2019-10-01,75091359.0
2019-11-01,75511710.0
2019-12-01,76093442.0
2020-01-01,77261782.0
2020-02-01,79008357.0
2020-03-01,78677820.0
2020-04-01,81967853.0
2020-05-01,83073968.0
2020-06-01,86571080.0
2020-07-01,92835058.0
2020-08-01,96656270.0
2020-09-01,99935644.0
2020-10-01,104252523.0
2020-11-01,103790194.0
2020-12-01,106801835.0
2021-01-01,107607345.0
2021-02-01,109122244.0
2021-03-01,114215317.0
2021-04-01,117236554.0
2021-05-01,118442920.0
2021-06-01,120619168.0
2021-07-01,119815074.0
2021-08-01,119083722.0
2021-09-01,123420305.0
2021-10-01,128936004.0
2021-11-01,151614726.0
2021-12-01,164434154.0
2022-01-01,166852102.0
2022-02-01,171385669.0
2022-03-01,173605999.0
2022-04-01,174527455.0
2022-05-01,187765341.0
2022-06-01,193464843.0
2022-07-01,201678945.0
2022-08-01,210784524.0
2022-09-01,219384846.0
2022-10-01,225991743.0
2022-11-01,238022520.0
2022-12-01,279179557.0
2023-01-01,282640531.0
2023-02-01,280727656.0
2023-03-01,281678160.0
2023-04-01,295737380.0
2023-05-01,304787982.0
2023-06-01,357331732.0
2023-07-01,379819925.0
2023-08-01,395825704.0
2023-09-01,408759032.0
2023-10-01,418194633.0
2023-11-01,434652800.0
2023-12-01,488281012.0
2024-01-01,505144523.0
2024-02-01,515288308.0
2024-03-01,527256649.0
2024-04-01,537674231.0
2024-05-01,547180714.0
2024-06-01,572473890.0
2024-07-01,588324297.0
2024-08-01,606967485.0
2024-09-01,631718169.0
2024-10-01,631901132.0
2024-11-01,639098843.0
2024-12-01,717850019.0
2025-01-01,734588830.0
2025-02-01,749553553.0
2025-03-01,790607515.0
2025-04-01,820404033.0
2025-05-01,843572720.0
2025-06-01,904375901.0
2025-07-01,920380797.0
2025-08-01,938743253.0
