Tarih,TP_ISTIRAKBS_A4
2014-06-01,9710461.0
2014-07-01,9845435.0
2014-08-01,9826320.0
2014-09-01,9489535.0
2014-10-01,9635129.0
2014-11-01,9702757.0
2014-12-01,10292095.0
2015-01-01,10527065.0
2015-02-01,10541687.0
2015-03-01,10209929.0
2015-04-01,10719372.0
2015-05-01,10823939.0
2015-06-01,12567814.0
2015-07-01,11324582.0
2015-08-01,11146544.0
2015-09-01,12879789.0
2015-10-01,12998692.0
2015-11-01,13248302.0
2015-12-01,13493827.0
2016-01-01,13335074.0
2016-02-01,13507937.0
2016-03-01,13600093.0
2016-04-01,13787850.0
2016-05-01,13696251.0
2016-06-01,13787615.0
2016-07-01,13818238.0
2016-08-01,13934366.0
2016-09-01,14048060.0
2016-10-01,14090320.0
2016-11-01,15426387.0
2016-12-01,15956809.0
2017-01-01,16201254.0
2017-02-01,16214724.0
2017-03-01,16172193.0
2017-04-01,16427806.0
2017-05-01,16780789.0
2017-06-01,16961505.0
2017-07-01,17493648.0
2017-08-01,17555300.0
2017-09-01,17575494.0
2017-10-01,18622421.0
2017-11-01,18554794.0
2017-12-01,19076456.0
2018-01-01,18845807.0
2018-02-01,18960191.0
2018-03-01,19899654.0
2018-04-01,19070970.0
2018-05-01,19119373.0
2018-06-01,19351025.0
2018-07-01,19550033.0
2018-08-01,19624367.0
2018-09-01,19708006.0
2018-10-01,19840469.0
2018-11-01,21267701.0
2018-12-01,22626914.0
2019-01-01,22878152.0
2019-02-01,23027451.0
2019-03-01,22492806.0
2019-04-01,22937065.0
2019-05-01,22921699.0
2019-06-01,23236499.0
2019-07-01,23733649.0
2019-08-01,24084061.0
2019-09-01,23994281.0
2019-10-01,24909257.0
2019-11-01,25424142.0
2019-12-01,22979486.0
2020-01-01,24212700.0
2020-02-01,24112753.0
2020-03-01,22947356.0
2020-04-01,23473597.0
2020-05-01,24432321.0
2020-06-01,24156434.0
2020-07-01,25022075.0
2020-08-01,25492618.0
2020-09-01,26621323.0
2020-10-01,26729802.0
2020-11-01,27891312.0
2020-12-01,30605353.0
2021-01-01,32343046.0
2021-02-01,33155388.0
2021-03-01,33460747.0
2021-04-01,34597751.0
2021-05-01,32735815.0
2021-06-01,33233544.0
2021-07-01,33520035.0
2021-08-01,33749097.0
2021-09-01,34743246.0
2021-10-01,35254819.0
2021-11-01,36089042.0
2021-12-01,37976375.0
2022-01-01,39558154.0
2022-02-01,40568155.0
2022-03-01,40722351.0
2022-04-01,42210920.0
2022-05-01,43493011.0
2022-06-01,44325559.0
2022-07-01,45891040.0
2022-08-01,50005892.0
2022-09-01,51393353.0
2022-10-01,54768936.0
2022-11-01,58728008.0
2022-12-01,75131852.0
2023-01-01,76588562.0
2023-02-01,74619607.0
2023-03-01,91462242.0
2023-04-01,97218866.0
2023-05-01,96022117.0
2023-06-01,110749729.0
2023-07-01,118948035.0
2023-08-01,127941033.0
2023-09-01,136660168.0
2023-10-01,137486778.0
2023-11-01,142784713.0
2023-12-01,160590549.0
2024-01-01,169782752.0
2024-02-01,177470638.0
2024-03-01,181390624.0
2024-04-01,188363252.0
2024-05-01,193382323.0
2024-06-01,211522167.0
2024-07-01,217794187.0
2024-08-01,221851978.0
2024-09-01,237459479.0
2024-10-01,241512307.0
2024-11-01,248961237.0
2024-12-01,285785411.0
2025-01-01,294876001.0
2025-02-01,299677035.0
2025-03-01,314433331.0
2025-04-01,320323396.0
2025-05-01,334235744.0
2025-06-01,365873475.0
2025-07-01,379282524.0
2025-08-01,386884662.0
