Tarih,TP_ISTIRAKBS_A20
2015-01-01,134441.0
2015-02-01,134441.0
2015-03-01,125215.0
2015-04-01,138395.0
2015-05-01,131805.0
2015-06-01,121164.0
2015-07-01,115105.0
2015-08-01,106018.0
2015-09-01,110562.0
2015-10-01,115105.0
2015-11-01,120861.0
2015-12-01,122527.0
2016-01-01,122830.0
2016-02-01,122830.0
2016-03-01,133280.0
2016-04-01,144790.0
2016-05-01,145851.0
2016-06-01,176247.0
2016-07-01,183105.0
2016-08-01,181562.0
2016-09-01,176075.0
2016-10-01,193105.0
2016-11-01,199449.0
2016-12-01,197220.0
2017-01-01,201163.0
2017-02-01,187790.0
2017-03-01,186590.0
2017-04-01,202363.0
2017-05-01,205621.0
2017-06-01,221657.0
2017-07-01,241344.0
2017-08-01,242273.0
2017-09-01,248587.0
2017-10-01,301519.0
2017-11-01,257502.0
2017-12-01,280346.0
2018-01-01,290191.0
2018-02-01,334764.0
2018-03-01,396651.0
2018-04-01,375450.0
2018-05-01,297383.0
2018-06-01,292998.0
2018-07-01,297862.0
2018-08-01,473261.0
2018-09-01,453179.0
2018-10-01,460758.0
2018-11-01,848745.0
2018-12-01,951785.0
2019-01-01,1147155.0
2019-02-01,1575349.0
2019-03-01,1435641.0
2019-04-01,1596244.0
2019-05-01,1018566.0
2019-06-01,626892.0
2019-07-01,541264.0
2019-08-01,450311.0
2019-09-01,459939.0
2019-10-01,532866.0
2019-11-01,544952.0
2019-12-01,792207.0
2020-01-01,910200.0
2020-02-01,643895.0
2020-03-01,582439.0
2020-04-01,697565.0
2020-05-01,809414.0
2020-06-01,386077.0
2020-07-01,399602.0
2020-08-01,411168.0
2020-09-01,411168.0
2020-10-01,424827.0
2020-11-01,449771.0
2020-12-01,449771.0
2021-01-01,482192.0
2021-02-01,514389.0
2021-03-01,502022.0
2021-04-01,509164.0
2021-05-01,518749.0
2021-06-01,510222.0
2021-07-01,513463.0
2021-08-01,513463.0
2021-09-01,533537.0
2021-10-01,554826.0
2021-11-01,577790.0
2021-12-01,596065.0
2022-01-01,600596.0
2022-02-01,596928.0
2022-03-01,614602.0
2022-04-01,630892.0
2022-05-01,662408.0
2022-06-01,701928.0
2022-07-01,737595.0
2022-08-01,781920.0
2022-09-01,793370.0
2022-10-01,856055.0
2022-11-01,924979.0
2022-12-01,1012258.0
2023-01-01,1012258.0
2023-02-01,1037679.0
2023-03-01,1027068.0
2023-04-01,1050107.0
2023-05-01,1125408.0
2023-06-01,1272587.0
2023-07-01,1501966.0
2023-08-01,1876080.0
2023-09-01,1907034.0
2023-10-01,1999870.0
2023-11-01,1807309.0
2023-12-01,1796189.0
2024-01-01,1885573.0
2024-02-01,2005545.0
2024-03-01,1937633.0
2024-04-01,2128683.0
2024-05-01,2226211.0
2024-06-01,2257814.0
2024-07-01,2267111.0
2024-08-01,2307111.0
2024-09-01,2287293.0
2024-10-01,2273563.0
2024-11-01,2466507.0
2024-12-01,2632351.0
2025-01-01,2633340.0
2025-02-01,2622555.0
2025-03-01,2684797.0
2025-04-01,2694063.0
2025-05-01,2701903.0
2025-06-01,2897054.0
2025-07-01,3132887.0
2025-08-01,3269607.0
