Tarih,TP_PB_T35
2000-01-01,24156.0
2000-02-01,26590.0
2000-03-01,30256.0
2000-04-01,33034.0
2000-05-01,35596.0
2000-06-01,33264.0
2000-07-01,34802.0
2000-08-01,34594.0
2000-09-01,45328.0
2000-10-01,35968.0
2000-11-01,40656.0
2000-12-01,36258.0
2001-01-01,35138.0
2001-02-01,57387.0
2001-03-01,47316.0
2001-04-01,51400.0
2001-05-01,53191.0
2001-06-01,96828.0
2001-07-01,53355.0
2001-08-01,57476.0
2001-09-01,55726.0
2001-10-01,25955.0
2001-11-01,24953.0
2001-12-01,28900.0
2002-01-01,22769.0
2002-02-01,20810.0
2002-03-01,25873.0
2002-04-01,30765.0
2002-05-01,28555.0
2002-06-01,27894.0
2002-07-01,60094.0
2002-08-01,32720.0
2002-09-01,31883.0
2002-10-01,23691.0
2002-11-01,22424.0
2002-12-01,24986.0
2003-01-01,22386.0
2003-02-01,20531.0
2003-03-01,27036.0
2003-04-01,25744.0
2003-05-01,24246.0
2003-06-01,22542.0
2003-07-01,21918.0
2003-08-01,24789.0
2003-09-01,22250.0
2003-10-01,27166.0
2003-11-01,28548.0
2003-12-01,33148.0
2004-01-01,23634.0
2004-02-01,25235.0
2004-03-01,35330.0
2004-04-01,45994.0
2004-05-01,37736.0
2004-06-01,28705.0
2004-07-01,44692.0
2004-08-01,39421.0
2004-09-01,32339.0
2004-10-01,32764.0
2004-11-01,32897.0
2004-12-01,32147.0
2005-01-01,43316.0
2005-02-01,50682.0
2005-03-01,63885.0
2005-04-01,73401.0
2005-05-01,85768.0
2005-06-01,62074.0
2005-07-01,56952.0
2005-08-01,99587.0
2005-09-01,49327.0
2005-10-01,88573.0
2005-11-01,74571.0
2005-12-01,34318.0
2006-01-01,41325.0
2006-02-01,51998.0
2006-03-01,37379.0
2006-04-01,38796.0
2006-05-01,57164.0
2006-06-01,44669.0
2006-07-01,44288.0
2006-08-01,65062.0
2006-09-01,45094.0
2006-10-01,46122.0
2006-11-01,38529.0
2006-12-01,38808.0
2007-01-01,41573.0
2007-02-01,54129.0
2007-03-01,69286.0
2007-04-01,79520.0
2007-05-01,52334.0
2007-06-01,57899.0
2007-07-01,63706.0
2007-08-01,96767.0
2007-09-01,49638.0
2007-10-01,51950.0
2007-11-01,43248.0
2007-12-01,48269.0
2008-01-01,71186.0
2008-02-01,58555.0
2008-03-01,65143.0
2008-04-01,60125.0
2008-05-01,62444.0
2008-06-01,72574.0
2008-07-01,72276.0
2008-08-01,109193.0
2008-09-01,145418.0
2008-10-01,91294.0
2008-11-01,68755.0
2008-12-01,54016.0
2009-01-01,78166.0
2009-02-01,98750.0
2009-03-01,105752.0
2009-04-01,151996.0
2009-05-01,120555.0
2009-06-01,124251.0
2009-07-01,117337.0
2009-08-01,89979.0
2009-09-01,110762.0
2009-10-01,119661.0
2009-11-01,128556.0
2009-12-01,108766.0
2010-01-01,125217.0
2010-02-01,113490.0
2010-03-01,132982.0
2010-04-01,128278.0
2010-05-01,143615.0
2010-06-01,144369.0
2010-07-01,139430.0
2010-08-01,146571.0
2010-09-01,137343.0
2010-10-01,144959.0
2010-11-01,160228.0
2010-12-01,144374.0
2011-01-01,165822.0
2011-02-01,170032.0
2011-03-01,181617.0
2011-04-01,161292.0
2011-05-01,176774.0
2011-06-01,198352.0
2011-07-01,207344.0
2011-08-01,295297.0
2011-09-01,259728.0
2011-10-01,252785.0
2011-11-01,238761.0
2011-12-01,233264.0
2012-01-01,207177.0
2012-02-01,214688.0
2012-03-01,227126.0
2012-04-01,233101.0
2012-05-01,235770.0
2012-06-01,236849.0
2012-07-01,245554.0
2012-08-01,247236.0
2012-09-01,262177.0
2012-10-01,282474.0
2012-11-01,263655.0
2012-12-01,256356.0
2013-01-01,270859.0
2013-02-01,285489.0
2013-03-01,280799.0
2013-04-01,290877.0
2013-05-01,306198.0
2013-06-01,356493.0
2013-07-01,379075.0
2013-08-01,470485.0
2013-09-01,463679.0
2013-10-01,418466.0
2013-11-01,423413.0
2013-12-01,533219.0
2014-01-01,551662.0
2014-02-01,522672.0
2014-03-01,464690.0
2014-04-01,1073405.0
2014-05-01,920715.0
2014-06-01,806483.0
2014-07-01,658106.0
2014-08-01,635319.0
2014-09-01,623301.0
