Tarih,TP_PB_V19
2000-01-01,5739.0
2000-02-01,5377.0
2000-03-01,4529.0
2000-04-01,15926.0
2000-05-01,11189.0
2000-06-01,10942.0
2000-07-01,8563.0
2000-08-01,9784.0
2000-09-01,9088.0
2000-10-01,5042.0
2000-11-01,4948.0
2000-12-01,10723.0
2001-01-01,6458.0
2001-02-01,10510.0
2001-03-01,7940.0
2001-04-01,25243.0
2001-05-01,20758.0
2001-06-01,23359.0
2001-07-01,15133.0
2001-08-01,17809.0
2001-09-01,13541.0
2001-10-01,8005.0
2001-11-01,9832.0
2001-12-01,17387.0
2002-01-01,10538.0
2002-02-01,15013.0
2002-03-01,13013.0
2002-04-01,25507.0
2002-05-01,30745.0
2002-06-01,27746.0
2002-07-01,23588.0
2002-08-01,24877.0
2002-09-01,20163.0
2002-10-01,11682.0
2002-11-01,13512.0
2002-12-01,14748.0
2003-01-01,9966.0
2003-02-01,13363.0
2003-03-01,8356.0
2003-04-01,24910.0
2003-05-01,29028.0
2003-06-01,27613.0
2003-07-01,20082.0
2003-08-01,23066.0
2003-09-01,18929.0
2003-10-01,11065.0
2003-11-01,11389.0
2003-12-01,20821.0
2004-01-01,7766.0
2004-02-01,9691.0
2004-03-01,8490.0
2004-04-01,32972.0
2004-05-01,11720.0
2004-06-01,11539.0
2004-07-01,12177.0
2004-08-01,9699.0
2004-09-01,11768.0
2004-10-01,11472.0
2004-11-01,10184.0
2004-12-01,15229.0
2005-01-01,9032.0
2005-02-01,10063.0
2005-03-01,9991.0
2005-04-01,10247.0
2005-05-01,10841.0
2005-06-01,13156.0
2005-07-01,12856.0
2005-08-01,11707.0
2005-09-01,13260.0
2005-10-01,12174.0
2005-11-01,10492.0
2005-12-01,17840.0
2006-01-01,6078.0
2006-02-01,17539.0
2006-03-01,7818.0
2006-04-01,16357.0
2006-05-01,9860.0
2006-06-01,13847.0
2006-07-01,13658.0
2006-08-01,15713.0
2006-09-01,19851.0
2006-10-01,8746.0
2006-11-01,7728.0
2006-12-01,14126.0
2007-01-01,9288.0
2007-02-01,5730.0
2007-03-01,8847.0
2007-04-01,23803.0
2007-05-01,27784.0
2007-06-01,10913.0
2007-07-01,17316.0
2007-08-01,16012.0
2007-09-01,18688.0
2007-10-01,10519.0
2007-11-01,9486.0
2007-12-01,42949.0
2008-01-01,11161.0
2008-02-01,8907.0
2008-03-01,11584.0
2008-04-01,29251.0
2008-05-01,12554.0
2008-06-01,11963.0
2008-07-01,12616.0
2008-08-01,11196.0
2008-09-01,14332.0
2008-10-01,11410.0
2008-11-01,15993.0
2008-12-01,20123.0
2009-01-01,14335.0
2009-02-01,12491.0
2009-03-01,15197.0
2009-04-01,44347.0
2009-05-01,16829.0
2009-06-01,14341.0
2009-07-01,15193.0
2009-08-01,12171.0
2009-09-01,15736.0
2009-10-01,11639.0
2009-11-01,12462.0
2009-12-01,15796.0
2010-01-01,11422.0
2010-02-01,12829.0
2010-03-01,15245.0
2010-04-01,143353.0
2010-05-01,13695.0
2010-06-01,13917.0
2010-07-01,55719.0
2010-08-01,11535.0
2010-09-01,13576.0
2010-10-01,13197.0
2010-11-01,12534.0
2010-12-01,16956.0
2011-01-01,12842.0
2011-02-01,13354.0
2011-03-01,43227.0
2011-04-01,19389.0
2011-05-01,14182.0
2011-06-01,17725.0
2011-07-01,52798.0
2011-08-01,18071.0
2011-09-01,19520.0
2011-10-01,20110.0
2011-11-01,21127.0
2011-12-01,24378.0
2012-01-01,20014.0
2012-02-01,23324.0
2012-03-01,50938.0
2012-04-01,24194.0
2012-05-01,51482.0
2012-06-01,26947.0
2012-07-01,28236.0
2012-08-01,37779.0
2012-09-01,27059.0
2012-10-01,30381.0
2012-11-01,24272.0
2012-12-01,28551.0
2013-01-01,22317.0
2013-02-01,25399.0
2013-03-01,56885.0
2013-04-01,34652.0
2013-05-01,32846.0
2013-06-01,34452.0
2013-07-01,36515.0
2013-08-01,35707.0
2013-09-01,37403.0
2013-10-01,40412.0
2013-11-01,31228.0
2013-12-01,42747.0
2014-01-01,35503.0
2014-02-01,35717.0
2014-03-01,42196.0
2014-04-01,49395.0
2014-05-01,62684.0
2014-06-01,47307.0
2014-07-01,48528.0
2014-08-01,38805.0
2014-09-01,39513.0
2014-10-01,43285.0
2014-11-01,36214.0
2014-12-01,45129.0
2015-01-01,42855.0
2015-02-01,38363.0
2015-03-01,88199.0
2015-04-01,47367.0
2015-05-01,41951.0
2015-06-01,49319.0
2015-07-01,49855.0
2015-08-01,39545.0
2015-09-01,49245.0
2015-10-01,45031.0
2015-11-01,37717.0
2015-12-01,52867.0
2016-01-01,94353.0
2016-02-01,49779.0
2016-03-01,162052.0
2016-04-01,101601.0
2016-05-01,43952.0
2016-06-01,143416.0
2016-07-01,138574.0
2016-08-01,47932.0
2016-09-01,104715.0
2016-10-01,99950.0
2016-11-01,49494.0
2016-12-01,103379.0
2017-01-01,95040.0
2017-02-01,49787.0
2017-03-01,126890.0
2017-04-01,103288.0
2017-05-01,61502.0
2017-06-01,108673.0
2017-07-01,112400.0
2017-08-01,70388.0
2017-09-01,134420.0
2017-10-01,143680.0
2017-11-01,66712.0
2017-12-01,183019.0
2018-01-01,170556.0
2018-02-01,64822.0
2018-03-01,91298.0
2018-04-01,167909.0
2018-05-01,76776.0
2018-06-01,156138.0
2018-07-01,149634.0
2018-08-01,88784.0
2018-09-01,173572.0
2018-10-01,214834.0
2018-11-01,81032.0
2018-12-01,220904.0
2019-01-01,204412.0
2019-02-01,87709.0
2019-03-01,236814.0
2019-04-01,229804.0
2019-05-01,117855.0
2019-06-01,215956.0
2019-07-01,266460.0
2019-08-01,103806.0
2019-09-01,240059.0
2019-10-01,248158.0
2019-11-01,98727.0
2019-12-01,257630.0
2020-01-01,264113.0
2020-02-01,106156.0
