Tarih,TP_PB_V131
2015-01-01,136399.0
2015-02-01,139403.0
2015-03-01,173352.0
2015-04-01,222671.0
2015-05-01,196202.0
2015-06-01,221200.0
2015-07-01,227321.0
2015-08-01,329853.0
2015-09-01,384687.0
2015-10-01,317889.0
2015-11-01,290939.0
2015-12-01,266038.0
2016-01-01,306562.0
2016-02-01,320849.0
2016-03-01,455758.0
2016-04-01,507683.0
2016-05-01,318994.0
2016-06-01,391193.0
2016-07-01,267516.0
2016-08-01,326421.0
2016-09-01,277675.0
2016-10-01,221465.0
2016-11-01,489678.0
2016-12-01,585288.0
2017-01-01,707567.0
2017-02-01,646955.0
2017-03-01,603792.0
2017-04-01,669008.0
2017-05-01,636672.0
2017-06-01,774141.0
2017-07-01,853335.0
2017-08-01,955547.0
2017-09-01,792013.0
2017-10-01,729644.0
2017-11-01,911300.0
2017-12-01,918606.0
2018-01-01,1347046.0
2018-02-01,1190084.0
2018-03-01,1295143.0
2018-04-01,1341575.0
2018-05-01,1467816.0
2018-06-01,1477162.0
2018-07-01,1709323.0
2018-08-01,3418146.0
2018-09-01,2548093.0
2018-10-01,1893596.0
2018-11-01,1531666.0
2018-12-01,1351536.0
2019-01-01,1365592.0
2019-02-01,1189299.0
2019-03-01,1190062.0
2019-04-01,1202028.0
2019-05-01,1094778.0
2019-06-01,859373.0
2019-07-01,899347.0
2019-08-01,751432.0
2019-09-01,785446.0
2019-10-01,725260.0
2019-11-01,672254.0
2019-12-01,657763.0
2020-01-01,619046.0
2020-02-01,889388.0
2020-03-01,829952.0
2020-04-01,861117.0
2020-05-01,940296.0
2020-06-01,763971.0
2020-07-01,1237236.0
2020-08-01,1372245.0
2020-09-01,1254494.0
2020-10-01,1272166.0
2020-11-01,1546773.0
2020-12-01,1902872.0
2021-01-01,1635528.0
2021-02-01,1643638.0
2021-03-01,1408642.0
2021-04-01,1578598.0
2021-05-01,1617186.0
2021-06-01,1294845.0
2021-07-01,1316299.0
2021-08-01,1207261.0
2021-09-01,950359.0
2021-10-01,1012212.0
2021-11-01,1924999.0
2021-12-01,1605398.0
2022-01-01,1407519.0
2022-02-01,1428232.0
2022-03-01,1304979.0
2022-04-01,1639953.0
2022-05-01,2081619.0
2022-06-01,2133166.0
2022-07-01,1983803.0
2022-08-01,2056425.0
2022-09-01,2454812.0
2022-10-01,2197700.0
2022-11-01,1944448.0
2022-12-01,1770165.0
2023-01-01,1717697.0
2023-02-01,2314767.0
2023-03-01,1813712.0
2023-04-01,1784930.0
2023-05-01,1894723.0
2023-06-01,4789444.0
2023-07-01,4113908.0
2023-08-01,4049433.0
2023-09-01,3505874.0
2023-10-01,3220560.0
2023-11-01,3277910.0
2023-12-01,2956286.0
2024-01-01,2189021.0
2024-02-01,2642058.0
2024-03-01,2736456.0
2024-04-01,4054527.0
2024-05-01,5390951.0
2024-06-01,3043598.0
2024-07-01,2614846.0
2024-08-01,3140329.0
2024-09-01,2948643.0
2024-10-01,2820167.0
2024-11-01,3156599.0
2024-12-01,2831340.0
2025-01-01,2371543.0
2025-02-01,2448830.0
2025-03-01,3453262.0
2025-04-01,7801793.0
2025-05-01,6491978.0
2025-06-01,10134788.0
2025-07-01,7230793.0
2025-08-01,8318612.0
