Tarih,TP_PB_V31
2000-01-01,-199698.0
2000-02-01,-169477.0
2000-03-01,-342723.0
2000-04-01,-238896.0
2000-05-01,-214868.0
2000-06-01,-214573.0
2000-07-01,-204927.0
2000-08-01,-190176.0
2000-09-01,-189833.0
2000-10-01,-179622.0
2000-11-01,-163598.0
2000-12-01,-145382.0
2001-01-01,-140028.0
2001-02-01,-169622.0
2001-03-01,-110947.0
2001-04-01,-68152.0
2001-05-01,-339611.0
2001-06-01,-323629.0
2001-07-01,-321414.0
2001-08-01,-295685.0
2001-09-01,-295203.0
2001-10-01,-294832.0
2001-11-01,-242464.0
2001-12-01,-789027.0
2002-01-01,-788153.0
2002-02-01,-748782.0
2002-03-01,-748008.0
2002-04-01,-751965.0
2002-05-01,-594753.0
2002-06-01,-594282.0
2002-07-01,-593929.0
2002-08-01,-554100.0
2002-09-01,-553486.0
2002-10-01,-552960.0
2002-11-01,-503639.0
2002-12-01,-503501.0
2003-01-01,-502362.0
2003-02-01,-442094.0
2003-03-01,-440796.0
2003-04-01,-439693.0
2003-05-01,-382090.0
2003-06-01,-375141.0
2003-07-01,-374107.0
2003-08-01,-315733.0
2003-09-01,-308003.0
2003-10-01,-307002.0
2003-11-01,-250505.0
2003-12-01,-247199.0
2004-01-01,-244271.0
2004-02-01,-165110.0
2004-03-01,-156680.0
2004-04-01,-156443.0
2004-05-01,-2185012.0
2004-06-01,-2168627.0
2004-07-01,-2167707.0
2004-08-01,-2156173.0
2004-09-01,-2099951.0
2004-10-01,-2098565.0
2004-11-01,-2013418.0
2004-12-01,-2000762.0
2005-01-01,-1994024.0
2005-02-01,-1892329.0
2005-03-01,-1881484.0
2005-04-01,-1880695.0
2005-05-01,-1783158.0
2005-06-01,-1767540.0
2005-07-01,-1766601.0
2005-08-01,-1751561.0
2005-09-01,-1748063.0
2005-10-01,-1655730.0
2005-11-01,-1557035.0
2005-12-01,-1545714.0
2006-01-01,-1540431.0
2006-02-01,-1419664.0
2006-03-01,-1416505.0
2006-04-01,-1353780.0
2006-05-01,-1232870.0
2006-06-01,-1118067.0
2006-07-01,-1116691.0
2006-08-01,-1047360.0
2006-09-01,-987786.0
2006-10-01,-966262.0
2006-11-01,-854330.0
2006-12-01,-896208.0
2007-01-01,-890921.0
2007-02-01,-770203.0
2007-03-01,-727912.0
2007-04-01,-662371.0
2007-05-01,-522058.0
2007-06-01,-506299.0
2007-07-01,-409048.0
2007-08-01,-345944.0
2007-09-01,-268364.0
2007-10-01,-216539.0
2007-11-01,-99598.0
2007-12-01,-6057952.0
2008-01-01,-6032646.0
2008-02-01,-5907592.0
2008-03-01,-5841342.0
2008-04-01,-5749182.0
2008-05-01,-5638149.0
2008-06-01,-5573332.0
2008-07-01,-5548433.0
2008-08-01,-5492114.0
2008-09-01,-5418733.0
2008-10-01,-5358906.0
2008-11-01,-5229420.0
2008-12-01,-5350099.0
2009-01-01,-5226164.0
2009-02-01,-5137079.0
2009-03-01,-4968147.0
2009-04-01,-4814594.0
2009-05-01,-4709386.0
2009-06-01,-4688251.0
2009-07-01,-4666125.0
2009-08-01,-4618614.0
2009-09-01,-4838870.0
2009-10-01,-4734033.0
2009-11-01,-4366461.0
2009-12-01,-4311472.0
2010-01-01,-4233758.0
2010-02-01,-4129263.0
2010-03-01,-4028601.0
2010-04-01,-3792417.0
2010-05-01,-3674983.0
2010-06-01,-3668856.0
2010-07-01,-3655071.0
2010-08-01,-3638143.0
2010-09-01,-3625000.0
2010-10-01,-3398170.0
2010-11-01,-3249998.0
2010-12-01,-3095106.0
2011-01-01,-2940901.0
2011-02-01,-2835728.0
2011-03-01,-2644835.0
2011-04-01,-2571891.0
2011-05-01,-2527600.0
2011-06-01,-2466559.0
2011-07-01,-2401940.0
2011-08-01,-2344912.0
2011-09-01,-2266184.0
2011-10-01,-2178803.0
2011-11-01,-2119243.0
2011-12-01,-2054594.0
2012-01-01,-1983645.0
2012-02-01,-1919516.0
2012-03-01,-1755457.0
2012-04-01,-1700625.0
2012-05-01,-1652400.0
2012-06-01,-1594995.0
2012-07-01,-1542018.0
2012-08-01,-1499774.0
2012-09-01,-1445285.0
2012-10-01,-1383444.0
2012-11-01,-1326328.0
2012-12-01,-1264810.0
2013-01-01,-1199395.0
2013-02-01,-1140766.0
2013-03-01,-982881.0
2013-04-01,-923582.0
2013-05-01,-866674.0
2013-06-01,-811729.0
2013-07-01,-754039.0
2013-08-01,-701832.0
2013-09-01,-641994.0
2013-10-01,-582275.0
2013-11-01,-529230.0
2013-12-01,-471685.0
2014-01-01,-408896.0
2014-02-01,-349182.0
2014-03-01,-9283807.0
2014-04-01,-9221596.0
2014-05-01,-9067350.0
2014-06-01,-9000728.0
2014-07-01,-8934776.0
2014-08-01,-8872466.0
2014-09-01,-8798938.0
2014-10-01,-8730285.0
2014-11-01,-8668964.0
2014-12-01,-8597620.0
2015-01-01,-8521796.0
2015-02-01,-8446506.0
2015-03-01,-8200660.0
2015-04-01,-8129296.0
2015-05-01,-8062874.0
2015-06-01,-7985009.0
2015-07-01,-7908859.0
2015-08-01,-7833987.0
2015-09-01,-7749415.0
2015-10-01,-7672165.0
2015-11-01,-7601157.0
2015-12-01,-7516255.0
2016-01-01,-7430633.0
2016-02-01,-7345082.0
2016-03-01,-7069421.0
2016-04-01,-6989383.0
2016-05-01,-6917863.0
2016-06-01,-6832436.0
2016-07-01,-6745287.0
2016-08-01,-6666747.0
2016-09-01,-6573860.0
2016-10-01,-6485794.0
2016-11-01,-6411186.0
2016-12-01,-6309251.0
2017-01-01,-6200442.0
2017-02-01,-6098897.0
2017-03-01,-5995235.0
2017-04-01,-5910750.0
2017-05-01,-5831674.0
2017-06-01,-5731446.0
2017-07-01,-5630184.0
2017-08-01,-5537816.0
2017-09-01,-5426742.0
2017-10-01,-5319513.0
