Tarih,TP_PB_V22
2000-01-01,312.0
2000-02-01,256.0
2000-03-01,235.0
2000-04-01,266.0
2000-05-01,215.0
2000-06-01,88.0
2000-07-01,81.0
2000-08-01,90.0
2000-09-01,535.0
2000-10-01,558.0
2000-11-01,1358.0
2000-12-01,2598.0
2001-01-01,2250.0
2001-02-01,7857.0
2001-03-01,4024.0
2001-04-01,3286.0
2001-05-01,3932.0
2001-06-01,1732.0
2001-07-01,810.0
2001-08-01,2103.0
2001-09-01,1640.0
2001-10-01,779.0
2001-11-01,594.0
2001-12-01,417.0
2002-01-01,417.0
2002-02-01,666.0
2002-03-01,417.0
2002-04-01,417.0
2002-05-01,417.0
2002-06-01,860.0
2002-07-01,929.0
2002-08-01,772.0
2002-09-01,515.0
2002-10-01,986.0
2002-11-01,2740.0
2002-12-01,1001.0
2003-01-01,432.0
2003-02-01,680.0
2003-03-01,144.0
2003-04-01,1759.0
2003-05-01,4948.0
2003-06-01,234.0
2003-07-01,14.0
2003-08-01,222.0
2003-09-01,655.0
2003-10-01,4.0
2003-11-01,181.0
2003-12-01,187.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,99.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,3.0
2004-07-01,92.0
2004-08-01,1093.0
2004-09-01,5685.0
2004-10-01,5355.0
2004-11-01,4511.0
2004-12-01,4053.0
2005-01-01,4053.0
2005-02-01,4053.0
2005-03-01,1350.0
2005-04-01,1350.0
2005-05-01,1350.0
2005-06-01,654.0
2005-07-01,654.0
2005-08-01,654.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,938.0
2006-07-01,653.0
2006-08-01,556.0
2006-09-01,484.0
2006-10-01,390.0
2006-11-01,337.0
2006-12-01,512.0
2007-01-01,637.0
2007-02-01,592.0
2007-03-01,279.0
2007-04-01,222.0
2007-05-01,140.0
2007-06-01,141.0
2007-07-01,141.0
2007-08-01,140.0
2007-09-01,133.0
2007-10-01,135.0
2007-11-01,139.0
2007-12-01,152.0
2008-01-01,196.0
2008-02-01,196.0
2008-03-01,234.0
2008-04-01,225.0
2008-05-01,191.0
2008-06-01,167.0
2008-07-01,161.0
2008-08-01,158.0
2008-09-01,286.0
2008-10-01,2540.0
2008-11-01,2452.0
2008-12-01,5239.0
2009-01-01,6204.0
2009-02-01,6265.0
2009-03-01,8489.0
2009-04-01,8102.0
2009-05-01,6612.0
2009-06-01,3683.0
2009-07-01,2936.0
2009-08-01,1566.0
2009-09-01,1767.0
2009-10-01,1428.0
2009-11-01,1170.0
2009-12-01,3312.0
2010-01-01,2121.0
2010-02-01,2257.0
2010-03-01,2755.0
2010-04-01,3656.0
2010-05-01,3469.0
2010-06-01,4000.0
2010-07-01,4583.0
2010-08-01,4905.0
2010-09-01,5577.0
2010-10-01,4543.0
2010-11-01,5555.0
2010-12-01,4979.0
2011-01-01,3914.0
2011-02-01,3715.0
2011-03-01,1723.0
2011-04-01,0.0
2011-05-01,1220.0
2011-06-01,742.0
2011-07-01,1288.0
2011-08-01,1412.0
2011-09-01,4808.0
2011-10-01,4579.0
2011-11-01,3703.0
2011-12-01,4435.0
2012-01-01,1920.0
2012-02-01,761.0
2012-03-01,5694.0
2012-04-01,5525.0
2012-05-01,8691.0
2012-06-01,7466.0
2012-07-01,7807.0
2012-08-01,9131.0
2012-09-01,7106.0
2012-10-01,5455.0
2012-11-01,9236.0
2012-12-01,5736.0
2013-01-01,8168.0
2013-02-01,6627.0
2013-03-01,6610.0
2013-04-01,6660.0
2013-05-01,6817.0
2013-06-01,5913.0
2013-07-01,6355.0
2013-08-01,3326.0
2013-09-01,8753.0
2013-10-01,9395.0
2013-11-01,10393.0
2013-12-01,10202.0
2014-01-01,10772.0
2014-02-01,10898.0
2014-03-01,197.0
2014-04-01,267.0
2014-05-01,5147.0
2014-06-01,3723.0
2014-07-01,17626.0
2014-08-01,15813.0
2014-09-01,267.0
2014-10-01,3580.0
2014-11-01,19443.0
2014-12-01,1643.0
2015-01-01,18870.0
2015-02-01,1752.0
2015-03-01,1752.0
2015-04-01,2010.0
2015-05-01,3051.0
2015-06-01,327.0
2015-07-01,341.0
2015-08-01,341.0
2015-09-01,2641.0
2015-10-01,2641.0
2015-11-01,2641.0
2015-12-01,7392.0
2016-01-01,8516.0
2016-02-01,8645.0
2016-03-01,6503.0
2016-04-01,6278.0
2016-05-01,6278.0
2016-06-01,4463.0
2016-07-01,5299.0
2016-08-01,5299.0
2016-09-01,5371.0
2016-10-01,4592.0
2016-11-01,3645.0
2016-12-01,4545.0
2017-01-01,6565.0
2017-02-01,156.0
2017-03-01,1025.0
2017-04-01,1007.0
2017-05-01,1082.0
2017-06-01,8872.0
2017-07-01,8943.0
2017-08-01,6340.0
2017-09-01,6810.0
2017-10-01,5095.0
2017-11-01,18666.0
2017-12-01,1864.0
2018-01-01,1669.0
2018-02-01,2131.0
2018-03-01,440.0
2018-04-01,306.0
2018-05-01,22.0
2018-06-01,5185.0
2018-07-01,16096.0
2018-08-01,6247.0
2018-09-01,1488.0
2018-10-01,1575.0
2018-11-01,1645.0
2018-12-01,3190.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,17033.0
2019-05-01,16967.0
2019-06-01,22238.0
2019-07-01,30919.0
2019-08-01,30659.0
2019-09-01,34957.0
2019-10-01,38249.0
