Tarih,TP_PB_V28
2000-01-01,688193.0
2000-02-01,710894.0
2000-03-01,756372.0
2000-04-01,844478.0
2000-05-01,899893.0
2000-06-01,916917.0
2000-07-01,1024325.0
2000-08-01,1060810.0
2000-09-01,1039943.0
2000-10-01,1097993.0
2000-11-01,1127529.0
2000-12-01,1131844.0
2001-01-01,1169367.0
2001-02-01,1180899.0
2001-03-01,1235040.0
2001-04-01,1200947.0
2001-05-01,1366225.0
2001-06-01,1399200.0
2001-07-01,1533467.0
2001-08-01,1620739.0
2001-09-01,1629468.0
2001-10-01,1786263.0
2001-11-01,1881157.0
2001-12-01,1578319.0
2002-01-01,1660865.0
2002-02-01,1759326.0
2002-03-01,1786061.0
2002-04-01,1708710.0
2002-05-01,2185177.0
2002-06-01,2196448.0
2002-07-01,2532188.0
2002-08-01,2649512.0
2002-09-01,2647265.0
2002-10-01,2779321.0
2002-11-01,2913335.0
2002-12-01,2947647.0
2003-01-01,3108396.0
2003-02-01,3251606.0
2003-03-01,3257750.0
2003-04-01,3432345.0
2003-05-01,3572140.0
2003-06-01,3573045.0
2003-07-01,3745569.0
2003-08-01,3914698.0
2003-09-01,3927078.0
2003-10-01,4108015.0
2003-11-01,4294275.0
2003-12-01,4186081.0
2004-01-01,4270086.0
2004-02-01,4424972.0
2004-03-01,4482702.0
2004-04-01,4330671.0
2004-05-01,4418054.0
2004-06-01,4497635.0
2004-07-01,4750844.0
2004-08-01,4852576.0
2004-09-01,4974300.0
2004-10-01,4937885.0
2004-11-01,5087163.0
2004-12-01,5139654.0
2005-01-01,5219436.0
2005-02-01,5363290.0
2005-03-01,5238338.0
2005-04-01,5274439.0
2005-05-01,5433607.0
2005-06-01,5534263.0
2005-07-01,5657316.0
2005-08-01,5727712.0
2005-09-01,5826946.0
2005-10-01,5985034.0
2005-11-01,6184438.0
2005-12-01,6247559.0
2006-01-01,6324126.0
2006-02-01,6623539.0
2006-03-01,6349291.0
2006-04-01,6350601.0
2006-05-01,6454699.0
2006-06-01,6565114.0
2006-07-01,6676064.0
2006-08-01,6836280.0
2006-09-01,6889333.0
2006-10-01,7032707.0
2006-11-01,7355712.0
2006-12-01,7566513.0
2007-01-01,7652748.0
2007-02-01,7853163.0
2007-03-01,7950475.0
2007-04-01,7658335.0
2007-05-01,7901919.0
2007-06-01,7943373.0
2007-07-01,8154742.0
2007-08-01,8250095.0
2007-09-01,8404108.0
2007-10-01,8594125.0
2007-11-01,8799298.0
2007-12-01,8969492.0
2008-01-01,9049571.0
2008-02-01,9222500.0
2008-03-01,9304582.0
2008-04-01,9396597.0
2008-05-01,9582947.0
2008-06-01,9641419.0
2008-07-01,9857884.0
2008-08-01,10022108.0
2008-09-01,10087870.0
2008-10-01,10140594.0
2008-11-01,10400955.0
2008-12-01,10630889.0
2009-01-01,10812533.0
2009-02-01,10965362.0
2009-03-01,11210527.0
2009-04-01,11259238.0
2009-05-01,11474998.0
2009-06-01,11555496.0
2009-07-01,11731828.0
2009-08-01,11892010.0
2009-09-01,11992551.0
2009-10-01,12193341.0
2009-11-01,12584974.0
2009-12-01,12630907.0
2010-01-01,12796784.0
2010-02-01,12955561.0
2010-03-01,13134330.0
2010-04-01,13167050.0
2010-05-01,13279144.0
2010-06-01,13341735.0
2010-07-01,13153097.0
2010-08-01,13234044.0
2010-09-01,13325420.0
2010-10-01,13645915.0
2010-11-01,13843718.0
2010-12-01,14105527.0
2011-01-01,14341794.0
2011-02-01,14495250.0
2011-03-01,14464996.0
2011-04-01,14670286.0
2011-05-01,14765129.0
2011-06-01,14836480.0
2011-07-01,14771186.0
2011-08-01,14876980.0
2011-09-01,14999339.0
2011-10-01,15153125.0
2011-11-01,15284134.0
2011-12-01,15452474.0
2012-01-01,15629916.0
2012-02-01,15834838.0
2012-03-01,15801499.0
2012-04-01,15966862.0
2012-05-01,15876432.0
2012-06-01,16052918.0
2012-07-01,16251451.0
2012-08-01,16404643.0
2012-09-01,16557813.0
2012-10-01,16754235.0
2012-11-01,16967137.0
2012-12-01,17010602.0
2013-01-01,17179164.0
2013-02-01,17352652.0
2013-03-01,17251289.0
2013-04-01,17481411.0
2013-05-01,17598946.0
2013-06-01,17937736.0
2013-07-01,18087966.0
2013-08-01,18138859.0
2013-09-01,18425402.0
2013-10-01,18703198.0
2013-11-01,19006894.0
2013-12-01,18937758.0
2014-01-01,19098114.0
2014-02-01,19321428.0
2014-03-01,19394100.0
2014-04-01,19692550.0
2014-05-01,19773867.0
2014-06-01,20062897.0
2014-07-01,20365043.0
2014-08-01,20556992.0
2014-09-01,20710913.0
2014-10-01,20940032.0
2014-11-01,21148532.0
2014-12-01,21231360.0
2015-01-01,21461673.0
2015-02-01,21784952.0
