Tarih,TP_PB_T08
2000-01-01,3820.0
2000-02-01,5879.0
2000-03-01,5224.0
2000-04-01,4828.0
2000-05-01,4772.0
2000-06-01,5857.0
2000-07-01,5849.0
2000-08-01,5749.0
2000-09-01,5407.0
2000-10-01,5715.0
2000-11-01,4809.0
2000-12-01,4463.0
2001-01-01,4321.0
2001-02-01,11838.0
2001-03-01,45886.0
2001-04-01,11071.0
2001-05-01,7618.0
2001-06-01,9923.0
2001-07-01,11549.0
2001-08-01,11057.0
2001-09-01,335600.0
2001-10-01,11010.0
2001-11-01,9916.0
2001-12-01,10221.0
2002-01-01,9607.0
2002-02-01,11277.0
2002-03-01,12509.0
2002-04-01,10763.0
2002-05-01,16096.0
2002-06-01,19537.0
2002-07-01,19603.0
2002-08-01,28806.0
2002-09-01,22173.0
2002-10-01,18110.0
2002-11-01,17895.0
2002-12-01,6057.0
2003-01-01,8866.0
2003-02-01,11548.0
2003-03-01,8604.0
2003-04-01,5446.0
2003-05-01,5955.0
2003-06-01,6027.0
2003-07-01,5600.0
2003-08-01,5280.0
2003-09-01,5031.0
2003-10-01,5151.0
2003-11-01,4341.0
2003-12-01,5361.0
2004-01-01,4117.0
2004-02-01,3496.0
2004-03-01,1628.0
2004-04-01,3755.0
2004-05-01,4312.0
2004-06-01,4582.0
2004-07-01,3871.0
2004-08-01,4095.0
2004-09-01,4426.0
2004-10-01,4821.0
2004-11-01,3339.0
2004-12-01,4178.0
2005-01-01,5500.0
2005-02-01,4838.0
2005-03-01,3587.0
2005-04-01,3561.0
2005-05-01,4926.0
2005-06-01,7345.0
2005-07-01,4716.0
2005-08-01,6982.0
2005-09-01,5482.0
2005-10-01,9636.0
2005-11-01,8110.0
2005-12-01,9932.0
2006-01-01,8802.0
2006-02-01,15576.0
2006-03-01,16470.0
2006-04-01,16471.0
2006-05-01,12467.0
2006-06-01,19473.0
2006-07-01,15896.0
2006-08-01,16817.0
2006-09-01,16813.0
2006-10-01,409802.0
2006-11-01,12448.0
2006-12-01,21844.0
2007-01-01,23512.0
2007-02-01,580255.0
2007-03-01,256288.0
2007-04-01,23415.0
2007-05-01,30994.0
2007-06-01,943036.0
2007-07-01,41666.0
2007-08-01,51287.0
2007-09-01,40760.0
2007-10-01,51981.0
2007-11-01,101902.0
2007-12-01,20216.0
2008-01-01,708715.0
2008-02-01,76934.0
2008-03-01,31235.0
2008-04-01,41701.0
2008-05-01,78513.0
2008-06-01,17478.0
2008-07-01,86200.0
2008-08-01,75112.0
2008-09-01,52792.0
2008-10-01,82527.0
2008-11-01,76457.0
2008-12-01,49450.0
2009-01-01,53412.0
2009-02-01,48465.0
2009-03-01,49473.0
2009-04-01,64630.0
2009-05-01,59737.0
2009-06-01,20365.0
2009-07-01,52331.0
2009-08-01,53983.0
2009-09-01,64089.0
2009-10-01,50294.0
2009-11-01,57413.0
2009-12-01,19204.0
2010-01-01,53752.0
2010-02-01,54020.0
2010-03-01,50438.0
2010-04-01,18427.0
2010-05-01,71993.0
2010-06-01,77363.0
2010-07-01,67486.0
2010-08-01,84741.0
2010-09-01,53587.0
2010-10-01,58577.0
2010-11-01,232138.0
2010-12-01,131279.0
2011-01-01,305373.0
2011-02-01,260262.0
2011-03-01,242821.0
2011-04-01,291599.0
2011-05-01,463400.0
2011-06-01,389702.0
2011-07-01,348675.0
2011-08-01,366299.0
2011-09-01,307604.0
2011-10-01,304182.0
2011-11-01,286640.0
2011-12-01,247285.0
2012-01-01,299411.0
2012-02-01,264995.0
2012-03-01,323696.0
2012-04-01,313820.0
2012-05-01,338799.0
2012-06-01,510639.0
2012-07-01,504891.0
2012-08-01,341867.0
2012-09-01,360034.0
2012-10-01,326227.0
2012-11-01,304806.0
2012-12-01,608658.0
2013-01-01,258854.0
2013-02-01,455879.0
2013-03-01,502951.0
2013-04-01,367263.0
2013-05-01,470842.0
2013-06-01,530363.0
2013-07-01,299530.0
2013-08-01,363468.0
2013-09-01,338401.0
2013-10-01,409889.0
2013-11-01,415250.0
2013-12-01,301734.0
2014-01-01,357093.0
2014-02-01,248466.0
2014-03-01,263381.0
2014-04-01,304901.0
2014-05-01,301648.0
2014-06-01,253116.0
2014-07-01,270555.0
2014-08-01,261556.0
2014-09-01,235418.0
2014-10-01,216896.0
2014-11-01,239755.0
2014-12-01,218816.0
2015-01-01,220816.0
2015-02-01,350048.0
2015-03-01,196362.0
2015-04-01,201557.0
2015-05-01,150885.0
2015-06-01,147712.0
2015-07-01,216487.0
2015-08-01,329973.0
2015-09-01,281246.0
2015-10-01,208137.0
2015-11-01,234637.0
2015-12-01,274144.0
2016-01-01,497754.0
2016-02-01,253995.0
2016-03-01,344200.0
2016-04-01,215824.0
2016-05-01,293574.0
2016-06-01,184355.0
2016-07-01,301189.0
2016-08-01,419037.0
2016-09-01,333780.0
2016-10-01,257972.0
2016-11-01,361789.0
2016-12-01,584312.0
2017-01-01,394545.0
2017-02-01,254064.0
2017-03-01,179196.0
2017-04-01,179550.0
2017-05-01,245904.0
2017-06-01,268440.0
2017-07-01,457368.0
2017-08-01,302752.0
2017-09-01,311618.0
2017-10-01,302113.0
2017-11-01,192998.0
2017-12-01,692143.0
2018-01-01,382233.0
2018-02-01,615115.0
2018-03-01,277071.0
2018-04-01,216633.0
2018-05-01,251075.0
2018-06-01,521552.0
2018-07-01,512103.0
2018-08-01,487145.0
2018-09-01,484807.0
2018-10-01,320956.0
2018-11-01,334648.0
2018-12-01,899325.0
2019-01-01,3807517.0
2019-02-01,3830294.0
2019-03-01,5499648.0
2019-04-01,5486177.0
2019-05-01,4502142.0
2019-06-01,6185118.0
2019-07-01,6911534.0
2019-08-01,9874923.0
2019-09-01,10253783.0
2019-10-01,8465762.0
2019-11-01,8991341.0
2019-12-01,7447960.0
2020-01-01,9350228.0
2020-02-01,12411282.0
2020-03-01,11147748.0
2020-04-01,8275269.0
2020-05-01,10931513.0
2020-06-01,10658531.0
2020-07-01,12871576.0
2020-08-01,10584071.0
2020-09-01,7942926.0
2020-10-01,9803535.0
2020-11-01,11325546.0
2020-12-01,5495050.0
2021-01-01,9620506.0
2021-02-01,6605653.0
2021-03-01,9103554.0
2021-04-01,7985601.0
2021-05-01,9252246.0
2021-06-01,10543214.0
2021-07-01,10501660.0
2021-08-01,10765854.0
2021-09-01,7869074.0
2021-10-01,8889890.0
2021-11-01,11615532.0
2021-12-01,11978825.0
2022-01-01,9942342.0
2022-02-01,1729619.0
2022-03-01,11849401.0
2022-04-01,18080328.0
2022-05-01,19371389.0
2022-06-01,9060473.0
2022-07-01,6605426.0
2022-08-01,8435965.0
2022-09-01,2731322.0
2022-10-01,1630696.0
2022-11-01,3501621.0
2022-12-01,8745782.0
2023-01-01,10755033.0
2023-02-01,19830646.0
2023-03-01,16475514.0
2023-04-01,11597247.0
2023-05-01,9354409.0
2023-06-01,1312711.0
2023-07-01,5210633.0
2023-08-01,7227918.0
2023-09-01,22355204.0
2023-10-01,20566622.0
2023-11-01,25877424.0
2023-12-01,20621903.0
2024-01-01,17489108.0
2024-02-01,45121549.0
2024-03-01,27577101.0
2024-04-01,2672303.0
2024-05-01,4696404.0
2024-06-01,42766123.0
2024-07-01,2529960.0
2024-08-01,12710773.0
2024-09-01,15270526.0
2024-10-01,10165706.0
2024-11-01,21049233.0
2024-12-01,4208638.0
2025-01-01,3758521.0
2025-02-01,9983181.0
2025-03-01,24562061.0
2025-04-01,25094456.0
2025-05-01,24020844.0
2025-06-01,19925075.0
2025-07-01,16769424.0
2025-08-01,13878395.0
