Tarih,TP_PB_V09
2000-01-01,710425.0
2000-02-01,748947.0
2000-03-01,793546.0
2000-04-01,833193.0
2000-05-01,808035.0
2000-06-01,831713.0
2000-07-01,783534.0
2000-08-01,800284.0
2000-09-01,856627.0
2000-10-01,841848.0
2000-11-01,811032.0
2000-12-01,867382.0
2001-01-01,867649.0
2001-02-01,1053566.0
2001-03-01,1154646.0
2001-04-01,1243455.0
2001-05-01,1275973.0
2001-06-01,1315996.0
2001-07-01,1055684.0
2001-08-01,1068709.0
2001-09-01,1169667.0
2001-10-01,1122144.0
2001-11-01,974045.0
2001-12-01,885874.0
2002-01-01,773876.0
2002-02-01,763377.0
2002-03-01,790218.0
2002-04-01,780521.0
2002-05-01,778445.0
2002-06-01,915870.0
2002-07-01,907711.0
2002-08-01,949193.0
2002-09-01,928983.0
2002-10-01,957190.0
2002-11-01,936136.0
2002-12-01,1143246.0
2003-01-01,1163006.0
2003-02-01,1103518.0
2003-03-01,911496.0
2003-04-01,881196.0
2003-05-01,851360.0
2003-06-01,796013.0
2003-07-01,780734.0
2003-08-01,849750.0
2003-09-01,847792.0
2003-10-01,894003.0
2003-11-01,869616.0
2003-12-01,934458.0
2004-01-01,897147.0
2004-02-01,809937.0
2004-03-01,783214.0
2004-04-01,831419.0
2004-05-01,971785.0
2004-06-01,900494.0
2004-07-01,947601.0
2004-08-01,851861.0
2004-09-01,1060098.0
2004-10-01,904369.0
2004-11-01,851193.0
2004-12-01,901282.0
2005-01-01,734580.0
2005-02-01,722734.0
2005-03-01,775452.0
2005-04-01,737808.0
2005-05-01,788106.0
2005-06-01,585633.0
2005-07-01,670827.0
2005-08-01,531655.0
2005-09-01,427763.0
2005-10-01,408360.0
2005-11-01,352068.0
2005-12-01,589548.0
2006-01-01,355252.0
2006-02-01,457120.0
2006-03-01,387568.0
2006-04-01,314234.0
2006-05-01,487699.0
2006-06-01,569586.0
2006-07-01,635587.0
2006-08-01,281958.0
2006-09-01,173517.0
2006-10-01,126624.0
2006-11-01,274126.0
2006-12-01,234188.0
2007-01-01,280457.0
2007-02-01,141594.0
2007-03-01,486890.0
2007-04-01,205435.0
2007-05-01,414207.0
2007-06-01,294327.0
2007-07-01,492134.0
2007-08-01,600299.0
2007-09-01,303514.0
2007-10-01,203123.0
2007-11-01,387318.0
2007-12-01,383661.0
2008-01-01,575356.0
2008-02-01,577628.0
2008-03-01,731268.0
2008-04-01,442848.0
2008-05-01,348850.0
2008-06-01,356955.0
2008-07-01,361674.0
2008-08-01,447545.0
2008-09-01,338463.0
2008-10-01,186988.0
2008-11-01,309272.0
2008-12-01,339002.0
2009-01-01,263487.0
2009-02-01,295034.0
2009-03-01,334578.0
2009-04-01,383916.0
2009-05-01,551046.0
2009-06-01,600253.0
2009-07-01,510793.0
2009-08-01,472377.0
2009-09-01,653537.0
2009-10-01,425629.0
2009-11-01,493585.0
2009-12-01,430444.0
2010-01-01,479309.0
2010-02-01,582149.0
2010-03-01,604698.0
2010-04-01,353876.0
2010-05-01,407543.0
2010-06-01,421511.0
2010-07-01,278035.0
2010-08-01,322325.0
2010-09-01,433314.0
2010-10-01,493773.0
2010-11-01,481057.0
2010-12-01,589255.0
2011-01-01,601753.0
2011-02-01,527480.0
2011-03-01,782792.0
2011-04-01,753057.0
2011-05-01,758495.0
2011-06-01,831219.0
2011-07-01,788672.0
2011-08-01,780402.0
2011-09-01,1021740.0
2011-10-01,870358.0
2011-11-01,771882.0
2011-12-01,1077930.0
2012-01-01,958454.0
2012-02-01,1098821.0
2012-03-01,1277419.0
2012-04-01,1462389.0
2012-05-01,1339843.0
2012-06-01,1698072.0
2012-07-01,1252417.0
2012-08-01,1244847.0
2012-09-01,1449143.0
2012-10-01,1503666.0
2012-11-01,1497619.0
2012-12-01,1558596.0
2013-01-01,1692490.0
2013-02-01,1605855.0
2013-03-01,1754950.0
2013-04-01,1912344.0
2013-05-01,2464997.0
2013-06-01,2412694.0
2013-07-01,2241186.0
2013-08-01,2366241.0
2013-09-01,2734881.0
2013-10-01,2458246.0
2013-11-01,2393656.0
2013-12-01,3022594.0
2014-01-01,3332321.0
2014-02-01,3015219.0
2014-03-01,2903991.0
2014-04-01,2928827.0
2014-05-01,1822465.0
2014-06-01,1843323.0
2014-07-01,2975928.0
2014-08-01,2572233.0
2014-09-01,2529867.0
2014-10-01,2312202.0
2014-11-01,1782847.0
2014-12-01,2572300.0
2015-01-01,2553731.0
2015-02-01,2447754.0
2015-03-01,2830512.0
2015-04-01,2750838.0
2015-05-01,2796029.0
2015-06-01,2851967.0
2015-07-01,3160900.0
2015-08-01,3116244.0
2015-09-01,3545947.0
2015-10-01,3072891.0
2015-11-01,3696972.0
2015-12-01,4223561.0
