Tarih,TP_PB_T311
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,17038.0
2004-02-01,15271.0
2004-03-01,12969.0
2004-04-01,10830.0
2004-05-01,12123.0
2004-06-01,9948.0
2004-07-01,9846.0
2004-08-01,8585.0
2004-09-01,8169.0
2004-10-01,8188.0
2004-11-01,7522.0
2004-12-01,8001.0
2005-01-01,10254.0
2005-02-01,11617.0
2005-03-01,8865.0
2005-04-01,9124.0
2005-05-01,8473.0
2005-06-01,16018.0
2005-07-01,9959.0
2005-08-01,10016.0
2005-09-01,10554.0
2005-10-01,8334.0
2005-11-01,8261.0
2005-12-01,17391.0
2006-01-01,18787.0
2006-02-01,21941.0
2006-03-01,18790.0
2006-04-01,20805.0
2006-05-01,17230.0
2006-06-01,12319.0
2006-07-01,12113.0
2006-08-01,12210.0
2006-09-01,14610.0
2006-10-01,14991.0
2006-11-01,15124.0
2006-12-01,20908.0
2007-01-01,21988.0
2007-02-01,22479.0
2007-03-01,22688.0
2007-04-01,23226.0
2007-05-01,22461.0
2007-06-01,25501.0
2007-07-01,25635.0
2007-08-01,24430.0
2007-09-01,23449.0
2007-10-01,24402.0
2007-11-01,25114.0
2007-12-01,25985.0
2008-01-01,29723.0
2008-02-01,30931.0
2008-03-01,29931.0
2008-04-01,28439.0
2008-05-01,30011.0
2008-06-01,32369.0
2008-07-01,33605.0
2008-08-01,32239.0
2008-09-01,30839.0
2008-10-01,30498.0
2008-11-01,31024.0
2008-12-01,36747.0
2009-01-01,38249.0
2009-02-01,43639.0
2009-03-01,38785.0
2009-04-01,34325.0
2009-05-01,35395.0
2009-06-01,37322.0
2009-07-01,38552.0
2009-08-01,39600.0
2009-09-01,38950.0
2009-10-01,39203.0
2009-11-01,39520.0
2009-12-01,43821.0
2010-01-01,45336.0
2010-02-01,45506.0
2010-03-01,44014.0
2010-04-01,42375.0
2010-05-01,41297.0
2010-06-01,41078.0
2010-07-01,39191.0
2010-08-01,37580.0
2010-09-01,34136.0
2010-10-01,33634.0
2010-11-01,35054.0
2010-12-01,34506.0
2011-01-01,36156.0
2011-02-01,36564.0
2011-03-01,36469.0
2011-04-01,36157.0
2011-05-01,34539.0
2011-06-01,33808.0
2011-07-01,33364.0
2011-08-01,31222.0
2011-09-01,35917.0
2011-10-01,37021.0
2011-11-01,36170.0
2011-12-01,39111.0
2012-01-01,39431.0
2012-02-01,35667.0
2012-03-01,37126.0
2012-04-01,37894.0
2012-05-01,37737.0
2012-06-01,34832.0
2012-07-01,30690.0
2012-08-01,28913.0
2012-09-01,36141.0
2012-10-01,36214.0
2012-11-01,39248.0
2012-12-01,48719.0
2013-01-01,48087.0
2013-02-01,47390.0
2013-03-01,52881.0
2013-04-01,46696.0
2013-05-01,43866.0
2013-06-01,54463.0
