Tarih,TP_PB_T24
2000-01-01,153289.0
2000-02-01,154489.0
2000-03-01,146029.0
2000-04-01,147728.0
2000-05-01,153479.0
2000-06-01,151218.0
2000-07-01,194700.0
2000-08-01,202658.0
2000-09-01,196054.0
2000-10-01,209168.0
2000-11-01,232639.0
2000-12-01,144791.0
2001-01-01,157037.0
2001-02-01,305935.0
2001-03-01,245839.0
2001-04-01,295785.0
2001-05-01,311867.0
2001-06-01,281695.0
2001-07-01,339033.0
2001-08-01,395951.0
2001-09-01,409008.0
2001-10-01,418955.0
2001-11-01,439219.0
2001-12-01,224734.0
2002-01-01,220589.0
2002-02-01,231730.0
2002-03-01,226214.0
2002-04-01,218612.0
2002-05-01,248560.0
2002-06-01,280936.0
2002-07-01,356573.0
2002-08-01,385170.0
2002-09-01,394493.0
2002-10-01,405750.0
2002-11-01,431502.0
2002-12-01,231043.0
2003-01-01,279040.0
2003-02-01,275678.0
2003-03-01,290230.0
2003-04-01,316440.0
2003-05-01,344777.0
2003-06-01,310998.0
2003-07-01,386081.0
2003-08-01,428492.0
2003-09-01,472398.0
2003-10-01,520130.0
2003-11-01,548086.0
2003-12-01,270790.0
2004-01-01,291635.0
2004-02-01,304184.0
2004-03-01,312779.0
2004-04-01,321307.0
2004-05-01,319443.0
2004-06-01,347407.0
2004-07-01,362449.0
2004-08-01,380200.0
2004-09-01,354475.0
2004-10-01,376997.0
2004-11-01,391982.0
2004-12-01,254130.0
2005-01-01,253374.0
2005-02-01,267678.0
2005-03-01,238603.0
2005-04-01,222321.0
2005-05-01,229239.0
2005-06-01,224425.0
2005-07-01,223667.0
2005-08-01,222880.0
2005-09-01,215302.0
2005-10-01,202160.0
2005-11-01,225564.0
2005-12-01,220731.0
2006-01-01,229891.0
2006-02-01,236466.0
2006-03-01,225029.0
2006-04-01,233701.0
2006-05-01,456837.0
2006-06-01,489821.0
2006-07-01,370951.0
2006-08-01,368181.0
2006-09-01,333745.0
2006-10-01,316028.0
2006-11-01,354040.0
2006-12-01,352914.0
2007-01-01,326509.0
2007-02-01,350155.0
2007-03-01,326772.0
2007-04-01,338539.0
2007-05-01,353866.0
2007-06-01,354654.0
2007-07-01,340562.0
2007-08-01,376987.0
2007-09-01,317276.0
2007-10-01,334840.0
2007-11-01,369311.0
2007-12-01,328768.0
2008-01-01,319971.0
2008-02-01,350220.0
2008-03-01,424058.0
2008-04-01,378786.0
2008-05-01,343711.0
2008-06-01,368838.0
2008-07-01,322979.0
2008-08-01,340513.0
2008-09-01,329062.0
2008-10-01,496211.0
2008-11-01,592783.0
2008-12-01,641898.0
2009-01-01,735070.0
2009-02-01,779356.0
2009-03-01,773419.0
2009-04-01,664325.0
2009-05-01,707446.0
2009-06-01,677134.0
2009-07-01,607161.0
2009-08-01,642022.0
2009-09-01,624053.0
2009-10-01,586959.0
2009-11-01,639321.0
2009-12-01,585610.0
2010-01-01,505744.0
2010-02-01,547497.0
2010-03-01,461772.0
2010-04-01,383746.0
2010-05-01,432152.0
2010-06-01,443145.0
2010-07-01,421118.0
2010-08-01,439591.0
2010-09-01,412898.0
2010-10-01,438198.0
2010-11-01,454255.0
2010-12-01,520915.0
2011-01-01,568983.0
2011-02-01,547515.0
2011-03-01,507724.0
2011-04-01,547585.0
2011-05-01,594254.0
2011-06-01,782469.0
2011-07-01,873737.0
2011-08-01,802952.0
2011-09-01,811003.0
2011-10-01,709473.0
2011-11-01,761364.0
2011-12-01,774746.0
2012-01-01,661589.0
2012-02-01,666370.0
2012-03-01,670462.0
2012-04-01,642791.0
2012-05-01,692616.0
2012-06-01,685289.0
2012-07-01,723177.0
2012-08-01,743200.0
2012-09-01,736869.0
2012-10-01,798889.0
2012-11-01,828785.0
2012-12-01,764993.0
2013-01-01,830352.0
2013-02-01,791497.0
2013-03-01,683847.0
2013-04-01,761097.0
2013-05-01,773061.0
2013-06-01,669355.0
2013-07-01,665702.0
2013-08-01,804410.0
2013-09-01,827328.0
2013-10-01,856908.0
2013-11-01,865950.0
2013-12-01,972150.0
2014-01-01,1041692.0
2014-02-01,1031410.0
2014-03-01,995738.0
2014-04-01,1057570.0
2014-05-01,1030312.0
2014-06-01,1064284.0
2014-07-01,1033491.0
2014-08-01,1047430.0
2014-09-01,1085535.0
2014-10-01,1051332.0
2014-11-01,1112008.0
2014-12-01,1145630.0
2015-01-01,1195861.0
2015-02-01,1269816.0
2015-03-01,1309725.0
2015-04-01,1381662.0
2015-05-01,1323516.0
2015-06-01,1205957.0
2015-07-01,1276462.0
2015-08-01,1363016.0
2015-09-01,1384589.0
2015-10-01,1314406.0
2015-11-01,1316452.0
2015-12-01,1281430.0
2016-01-01,1257736.0
2016-02-01,1228674.0
2016-03-01,1129301.0
2016-04-01,1194893.0
2016-05-01,1324325.0
2016-06-01,1226034.0
2016-07-01,1295907.0
2016-08-01,1301570.0
2016-09-01,1300784.0
2016-10-01,1408422.0
2016-11-01,1596338.0
2016-12-01,1455539.0
2017-01-01,1669255.0
2017-02-01,1604619.0
2017-03-01,1574916.0
2017-04-01,1685977.0
2017-05-01,1755482.0
2017-06-01,1622783.0
2017-07-01,1643266.0
2017-08-01,1694666.0
2017-09-01,1737057.0
2017-10-01,2017089.0
2017-11-01,2450188.0
2017-12-01,2028574.0
2018-01-01,2094143.0
2018-02-01,2183399.0
2018-03-01,2290704.0
2018-04-01,2463452.0
2018-05-01,2746142.0
2018-06-01,2574465.0
2018-07-01,2972686.0
2018-08-01,4364224.0
2018-09-01,4034973.0
2018-10-01,3720597.0
2018-11-01,3616947.0
2018-12-01,3493073.0
2019-01-01,3624470.0
2019-02-01,3772251.0
2019-03-01,3872975.0
2019-04-01,4101340.0
2019-05-01,4181825.0
2019-06-01,3943142.0
2019-07-01,3916397.0
2019-08-01,4264197.0
2019-09-01,4082392.0
2019-10-01,4198630.0
2019-11-01,4319742.0
2019-12-01,4161157.0
2020-01-01,4363279.0
2020-02-01,4316116.0
2020-03-01,4418070.0
2020-04-01,4682849.0
2020-05-01,4907667.0
2020-06-01,4692363.0
2020-07-01,4953891.0
2020-08-01,5011715.0
2020-09-01,5052579.0
2020-10-01,5383577.0
2020-11-01,5523393.0
2020-12-01,5297931.0
2021-01-01,5450092.0
2021-02-01,5432790.0
2021-03-01,5277638.0
2021-04-01,5519200.0
2021-05-01,6087218.0
2021-06-01,6126390.0
2021-07-01,6179025.0
2021-08-01,6206363.0
2021-09-01,6173473.0
2021-10-01,6439573.0
2021-11-01,7975066.0
2021-12-01,7692825.0
2022-01-01,8404497.0
2022-02-01,8507131.0
2022-03-01,8865115.0
2022-04-01,9397369.0
2022-05-01,11275445.0
2022-06-01,10622288.0
2022-07-01,12154903.0
2022-08-01,13503984.0
2022-09-01,13888962.0
2022-10-01,15048826.0
2022-11-01,16389312.0
2022-12-01,16252930.0
2023-01-01,17405814.0
2023-02-01,18270620.0
2023-03-01,17931638.0
2023-04-01,18770259.0
2023-05-01,19724789.0
2023-06-01,22295954.0
2023-07-01,23900474.0
2023-08-01,24634084.0
2023-09-01,25589290.0
2023-10-01,27528845.0
2023-11-01,30200464.0
2023-12-01,30420259.0
2024-01-01,31791604.0
2024-02-01,33468595.0
2024-03-01,35465141.0
2024-04-01,34702754.0
2024-05-01,37376457.0
2024-06-01,36810999.0
2024-07-01,37977408.0
2024-08-01,40897909.0
2024-09-01,38687232.0
2024-10-01,39873807.0
2024-11-01,41587808.0
2024-12-01,38264596.0
2025-01-01,41836263.0
2025-02-01,43550336.0
2025-03-01,45672183.0
2025-04-01,46457337.0
2025-05-01,50720295.0
2025-06-01,49046887.0
2025-07-01,52812567.0
2025-08-01,55700292.0
