Tarih,TP_PB_T20
2000-01-01,53127.0
2000-02-01,57195.0
2000-03-01,58532.0
2000-04-01,60705.0
2000-05-01,62162.0
2000-06-01,62279.0
2000-07-01,44529.0
2000-08-01,45930.0
2000-09-01,59269.0
2000-10-01,60387.0
2000-11-01,59070.0
2000-12-01,51811.0
2001-01-01,56137.0
2001-02-01,58194.0
2001-03-01,78996.0
2001-04-01,91278.0
2001-05-01,98518.0
2001-06-01,115782.0
2001-07-01,124586.0
2001-08-01,137694.0
2001-09-01,151370.0
2001-10-01,153902.0
2001-11-01,154370.0
2001-12-01,400466.0
2002-01-01,403689.0
2002-02-01,402508.0
2002-03-01,398911.0
2002-04-01,398008.0
2002-05-01,146139.0
2002-06-01,145103.0
2002-07-01,162916.0
2002-08-01,149997.0
2002-09-01,154005.0
2002-10-01,148750.0
2002-11-01,153277.0
2002-12-01,178617.0
2003-01-01,186409.0
2003-02-01,181125.0
2003-03-01,183915.0
2003-04-01,177932.0
2003-05-01,176916.0
2003-06-01,183794.0
2003-07-01,185758.0
2003-08-01,181198.0
2003-09-01,178564.0
2003-10-01,177955.0
2003-11-01,180636.0
2003-12-01,180199.0
2004-01-01,177521.0
2004-02-01,172803.0
2004-03-01,175603.0
2004-04-01,170377.0
2004-05-01,166705.0
2004-06-01,165158.0
2004-07-01,162504.0
2004-08-01,162925.0
2004-09-01,164163.0
2004-10-01,169264.0
2004-11-01,174306.0
2004-12-01,178525.0
2005-01-01,178509.0
2005-02-01,179630.0
2005-03-01,174842.0
2005-04-01,170812.0
2005-05-01,171527.0
2005-06-01,171223.0
2005-07-01,173120.0
2005-08-01,173177.0
2005-09-01,174657.0
2005-10-01,173419.0
2005-11-01,170046.0
2005-12-01,156846.0
2006-01-01,156835.0
2006-02-01,156679.0
2006-03-01,156110.0
2006-04-01,153248.0
2006-05-01,154120.0
2006-06-01,158279.0
2006-07-01,156924.0
2006-08-01,157980.0
2006-09-01,166312.0
2006-10-01,164274.0
2006-11-01,165216.0
2006-12-01,184166.0
2007-01-01,183654.0
2007-02-01,177485.0
2007-03-01,169725.0
2007-04-01,172988.0
2007-05-01,176180.0
2007-06-01,181803.0
2007-07-01,180473.0
2007-08-01,179539.0
2007-09-01,187084.0
2007-10-01,187310.0
2007-11-01,178335.0
2007-12-01,161832.0
2008-01-01,161377.0
2008-02-01,156517.0
2008-03-01,154492.0
2008-04-01,159692.0
2008-05-01,183089.0
2008-06-01,172073.0
2008-07-01,172063.0
2008-08-01,172196.0
2008-09-01,188932.0
2008-10-01,187642.0
2008-11-01,184020.0
2008-12-01,203214.0
2009-01-01,204186.0
2009-02-01,206018.0
2009-03-01,208501.0
2009-04-01,215940.0
2009-05-01,217926.0
2009-06-01,257944.0
2009-07-01,269501.0
2009-08-01,275096.0
2009-09-01,270629.0
2009-10-01,282565.0
2009-11-01,291761.0
2009-12-01,328777.0
2010-01-01,339975.0
2010-02-01,334775.0
2010-03-01,334486.0
2010-04-01,331435.0
2010-05-01,329439.0
2010-06-01,326205.0
2010-07-01,326639.0
2010-08-01,329737.0
2010-09-01,343187.0
2010-10-01,338225.0
2010-11-01,344721.0
2010-12-01,339423.0
2011-01-01,340471.0
2011-02-01,333047.0
2011-03-01,337972.0
2011-04-01,333503.0
2011-05-01,332381.0
2011-06-01,329842.0
2011-07-01,326864.0
2011-08-01,329723.0
2011-09-01,329239.0
2011-10-01,346117.0
2011-11-01,350057.0
2011-12-01,347545.0
2012-01-01,354402.0
2012-02-01,356388.0
2012-03-01,321724.0
2012-04-01,324018.0
2012-05-01,324559.0
2012-06-01,302170.0
2012-07-01,288045.0
2012-08-01,292519.0
2012-09-01,309077.0
2012-10-01,310655.0
2012-11-01,305496.0
2012-12-01,298680.0
2013-01-01,304763.0
2013-02-01,310166.0
2013-03-01,325447.0
2013-04-01,323986.0
2013-05-01,322873.0
2013-06-01,372671.0
2013-07-01,372291.0
2013-08-01,371271.0
2013-09-01,375533.0
2013-10-01,379446.0
2013-11-01,380561.0
2013-12-01,419971.0
2014-01-01,432499.0
2014-02-01,420817.0
2014-03-01,425504.0
2014-04-01,438874.0
2014-05-01,447616.0
2014-06-01,461002.0
2014-07-01,463082.0
2014-08-01,451808.0
2014-09-01,450029.0
2014-10-01,464193.0
2014-11-01,469569.0
2014-12-01,481453.0
2015-01-01,484508.0
2015-02-01,487186.0
2015-03-01,525911.0
2015-04-01,530676.0
2015-05-01,533452.0
2015-06-01,480318.0
2015-07-01,490498.0
2015-08-01,490586.0
2015-09-01,616290.0
2015-10-01,621136.0
2015-11-01,623522.0
2015-12-01,479479.0
2016-01-01,486762.0
2016-02-01,487402.0
2016-03-01,482173.0
2016-04-01,473989.0
2016-05-01,470270.0
2016-06-01,478584.0
2016-07-01,480276.0
2016-08-01,595031.0
2016-09-01,596623.0
2016-10-01,593272.0
2016-11-01,599004.0
2016-12-01,600534.0
2017-01-01,622453.0
2017-02-01,629122.0
2017-03-01,640285.0
2017-04-01,636089.0
2017-05-01,644673.0
2017-06-01,643190.0
2017-07-01,681709.0
2017-08-01,716492.0
2017-09-01,726028.0
2017-10-01,728134.0
2017-11-01,729226.0
2017-12-01,732450.0
2018-01-01,722568.0
2018-02-01,762884.0
2018-03-01,772064.0
2018-04-01,779488.0
2018-05-01,793392.0
2018-06-01,1345524.0
2018-07-01,1524048.0
2018-08-01,1767543.0
2018-09-01,1685266.0
2018-10-01,1643107.0
2018-11-01,1627922.0
2018-12-01,1618447.0
2019-01-01,1648459.0
2019-02-01,1843894.0
2019-03-01,1859219.0
2019-04-01,1866304.0
2019-05-01,1860775.0
2019-06-01,1805684.0
2019-07-01,1749055.0
2019-08-01,2111633.0
2019-09-01,2106199.0
2019-10-01,2320553.0
2019-11-01,2278416.0
2019-12-01,2368305.0
2020-01-01,2371374.0
2020-02-01,2331651.0
2020-03-01,2309188.0
2020-04-01,2344314.0
2020-05-01,2304803.0
2020-06-01,2570954.0
2020-07-01,2369203.0
2020-08-01,2436989.0
2020-09-01,2500063.0
2020-10-01,2561828.0
2020-11-01,2581897.0
2020-12-01,3003916.0
2021-01-01,2998581.0
2021-02-01,2938093.0
2021-03-01,3034602.0
2021-04-01,3049994.0
2021-05-01,3118735.0
2021-06-01,3141144.0
2021-07-01,3114067.0
2021-08-01,3065661.0
2021-09-01,3119885.0
2021-10-01,3210777.0
2021-11-01,3604585.0
2021-12-01,4257385.0
