Tarih,TP_PB_T11
2000-01-01,265583.0
2000-02-01,336176.0
2000-03-01,419974.0
2000-04-01,391395.0
2000-05-01,382015.0
2000-06-01,453765.0
2000-07-01,352328.0
2000-08-01,367417.0
2000-09-01,530909.0
2000-10-01,517741.0
2000-11-01,327982.0
2000-12-01,366189.0
2001-01-01,343327.0
2001-02-01,269798.0
2001-03-01,167067.0
2001-04-01,222133.0
2001-05-01,232459.0
2001-06-01,377438.0
2001-07-01,191515.0
2001-08-01,320861.0
2001-09-01,93197.0
2001-10-01,109021.0
2001-11-01,107051.0
2001-12-01,45476.0
2002-01-01,116360.0
2002-02-01,63574.0
2002-03-01,107053.0
2002-04-01,69967.0
2002-05-01,47513.0
2002-06-01,52428.0
2002-07-01,48749.0
2002-08-01,149844.0
2002-09-01,136100.0
2002-10-01,73976.0
2002-11-01,58963.0
2002-12-01,78629.0
2003-01-01,69522.0
2003-02-01,35843.0
2003-03-01,36892.0
2003-04-01,72837.0
2003-05-01,54031.0
2003-06-01,43400.0
2003-07-01,52478.0
2003-08-01,67500.0
2003-09-01,100190.0
2003-10-01,65436.0
2003-11-01,136617.0
2003-12-01,132658.0
2004-01-01,121115.0
2004-02-01,50558.0
2004-03-01,98933.0
2004-04-01,84470.0
2004-05-01,137294.0
2004-06-01,143457.0
2004-07-01,137762.0
2004-08-01,226335.0
2004-09-01,269321.0
2004-10-01,250982.0
2004-11-01,348225.0
2004-12-01,1032873.0
2005-01-01,305133.0
2005-02-01,686014.0
2005-03-01,326679.0
2005-04-01,267630.0
2005-05-01,385421.0
2005-06-01,938465.0
2005-07-01,357272.0
2005-08-01,456463.0
2005-09-01,1151869.0
2005-10-01,423290.0
2005-11-01,356620.0
2005-12-01,1155734.0
2006-01-01,299104.0
2006-02-01,531425.0
2006-03-01,1071734.0
2006-04-01,713681.0
2006-05-01,569393.0
2006-06-01,1323981.0
2006-07-01,945761.0
2006-08-01,814057.0
2006-09-01,1221076.0
2006-10-01,401969.0
2006-11-01,329797.0
2006-12-01,1303612.0
2007-01-01,352536.0
2007-02-01,507157.0
2007-03-01,1004942.0
2007-04-01,346122.0
2007-05-01,574757.0
2007-06-01,706798.0
2007-07-01,443371.0
2007-08-01,462453.0
2007-09-01,1456146.0
2007-10-01,335261.0
2007-11-01,272457.0
2007-12-01,2004232.0
2008-01-01,467318.0
2008-02-01,1279313.0
2008-03-01,1900873.0
2008-04-01,431357.0
2008-05-01,1858763.0
2008-06-01,2438450.0
2008-07-01,1584178.0
2008-08-01,1721798.0
2008-09-01,1854816.0
2008-10-01,1466851.0
2008-11-01,1183032.0
2008-12-01,1941498.0
2009-01-01,980943.0
2009-02-01,1243297.0
2009-03-01,1743560.0
2009-04-01,1511317.0
2009-05-01,1727976.0
2009-06-01,2124465.0
2009-07-01,962715.0
2009-08-01,1806076.0
2009-09-01,2215278.0
2009-10-01,1857933.0
2009-11-01,2128754.0
2009-12-01,2238659.0
2010-01-01,1791197.0
2010-02-01,1519753.0
2010-03-01,2692421.0
2010-04-01,2574664.0
2010-05-01,1837945.0
2010-06-01,2919395.0
2010-07-01,959334.0
2010-08-01,1955064.0
2010-09-01,3615665.0
2010-10-01,2273661.0
2010-11-01,3106976.0
2010-12-01,4515456.0
2011-01-01,5142504.0
2011-02-01,5380782.0
2011-03-01,5291780.0
2011-04-01,4961410.0
2011-05-01,5138886.0
2011-06-01,5221093.0
2011-07-01,5531012.0
2011-08-01,4905783.0
2011-09-01,6058636.0
2011-10-01,5441259.0
2011-11-01,5887642.0
2011-12-01,6489008.0
2012-01-01,6229142.0
2012-02-01,6859045.0
2012-03-01,6917418.0
2012-04-01,7494641.0
2012-05-01,6973476.0
2012-06-01,7692372.0
2012-07-01,7024191.0
2012-08-01,7293794.0
2012-09-01,7169332.0
2012-10-01,7033072.0
2012-11-01,7191375.0
2012-12-01,7427877.0
2013-01-01,6502430.0
2013-02-01,6564686.0
2013-03-01,7415101.0
2013-04-01,7270819.0
2013-05-01,7590811.0
2013-06-01,7717673.0
2013-07-01,8029614.0
2013-08-01,8434236.0
2013-09-01,8132217.0
2013-10-01,7564880.0
2013-11-01,7416752.0
2013-12-01,8942065.0
2014-01-01,9151478.0
2014-02-01,8903258.0
2014-03-01,9637352.0
2014-04-01,8134722.0
2014-05-01,7018455.0
2014-06-01,7736321.0
2014-07-01,9224960.0
2014-08-01,8681059.0
2014-09-01,10056934.0
2014-10-01,9674660.0
2014-11-01,9217909.0
2014-12-01,11147924.0
2015-01-01,11235725.0
2015-02-01,10915565.0
2015-03-01,12350487.0
2015-04-01,10674422.0
2015-05-01,12380013.0
2015-06-01,11730431.0
2015-07-01,12323770.0
2015-08-01,13097412.0
2015-09-01,13024427.0
2015-10-01,12237248.0
2015-11-01,12848762.0
2015-12-01,12882450.0
2016-01-01,14057376.0
2016-02-01,14311713.0
2016-03-01,13725040.0
2016-04-01,13241405.0
2016-05-01,13168677.0
2016-06-01,14119705.0
2016-07-01,13650175.0
2016-08-01,13198597.0
2016-09-01,14792110.0
2016-10-01,13892498.0
2016-11-01,13040095.0
2016-12-01,15268411.0
2017-01-01,15374873.0
2017-02-01,15985867.0
2017-03-01,16316421.0
2017-04-01,15649127.0
2017-05-01,14457154.0
2017-06-01,15256100.0
2017-07-01,13118178.0
2017-08-01,13494625.0
2017-09-01,13936862.0
2017-10-01,13929608.0
2017-11-01,14190982.0
2017-12-01,14541452.0
2018-01-01,14933964.0
2018-02-01,16408622.0
2018-03-01,14593864.0
2018-04-01,16403961.0
2018-05-01,17311706.0
2018-06-01,17861623.0
2018-07-01,17736770.0
2018-08-01,18968865.0
2018-09-01,17649188.0
2018-10-01,17709169.0
2018-11-01,16254539.0
2018-12-01,15305150.0
2019-01-01,17461611.0
2019-02-01,22495554.0
2019-03-01,23107076.0
2019-04-01,24252748.0
2019-05-01,24266981.0
2019-06-01,23347570.0
2019-07-01,24373547.0
2019-08-01,24973202.0
2019-09-01,22746115.0
2019-10-01,23588601.0
2019-11-01,25528391.0
2019-12-01,25640753.0
2020-01-01,26602263.0
2020-02-01,30406412.0
2020-03-01,30086079.0
2020-04-01,27969577.0
2020-05-01,33108113.0
2020-06-01,32965735.0
2020-07-01,38195639.0
2020-08-01,40609603.0
2020-09-01,38920448.0
2020-10-01,39209571.0
2020-11-01,39995951.0
2020-12-01,45511852.0
2021-01-01,46219695.0
2021-02-01,46005040.0
2021-03-01,50877486.0
2021-04-01,49799794.0
2021-05-01,51816529.0
2021-06-01,51610716.0
2021-07-01,51543002.0
2021-08-01,52186766.0
2021-09-01,57331799.0
2021-10-01,55929253.0
2021-11-01,65306381.0
2021-12-01,69444957.0
2022-01-01,67422306.0
2022-02-01,70166439.0
2022-03-01,80794926.0
2022-04-01,85238057.0
2022-05-01,92598977.0
2022-06-01,107814357.0
2022-07-01,102979876.0
2022-08-01,111310402.0
2022-09-01,107711901.0
2022-10-01,108050950.0
2022-11-01,118512968.0
2022-12-01,135138405.0
2023-01-01,121437824.0
2023-02-01,122272161.0
2023-03-01,119619280.0
2023-04-01,124254034.0
2023-05-01,131816340.0
2023-06-01,163510880.0
2023-07-01,164607707.0
2023-08-01,184554715.0
2023-09-01,195162425.0
2023-10-01,161836309.0
2023-11-01,177214816.0
2023-12-01,199415910.0
2024-01-01,156370154.0
2024-02-01,204259886.0
2024-03-01,211683854.0
2024-04-01,219103386.0
2024-05-01,224526282.0
2024-06-01,293025688.0
2024-07-01,247826603.0
2024-08-01,294201667.0
2024-09-01,272390775.0
2024-10-01,267183842.0
2024-11-01,275451507.0
2024-12-01,313384744.0
2025-01-01,281200653.0
2025-02-01,299512979.0
2025-03-01,303976140.0
2025-04-01,357350426.0
2025-05-01,330248234.0
2025-06-01,431125816.0
2025-07-01,354373213.0
2025-08-01,343994390.0
