Tarih,TP_PB_V13
2000-01-01,106780.0
2000-02-01,106661.0
2000-03-01,108195.0
2000-04-01,66266.0
2000-05-01,56538.0
2000-06-01,69137.0
2000-07-01,59350.0
2000-08-01,58966.0
2000-09-01,86264.0
2000-10-01,58135.0
2000-11-01,57597.0
2000-12-01,141049.0
2001-01-01,143645.0
2001-02-01,95331.0
2001-03-01,161132.0
2001-04-01,86279.0
2001-05-01,83655.0
2001-06-01,119119.0
2001-07-01,95255.0
2001-08-01,94529.0
2001-09-01,185601.0
2001-10-01,101866.0
2001-11-01,106273.0
2001-12-01,296748.0
2002-01-01,291991.0
2002-02-01,298504.0
2002-03-01,321202.0
2002-04-01,169912.0
2002-05-01,171350.0
2002-06-01,216285.0
2002-07-01,209932.0
2002-08-01,216810.0
2002-09-01,321432.0
2002-10-01,269857.0
2002-11-01,256619.0
2002-12-01,335302.0
2003-01-01,347545.0
2003-02-01,344945.0
2003-03-01,426820.0
2003-04-01,258094.0
2003-05-01,232116.0
2003-06-01,300442.0
2003-07-01,255715.0
2003-08-01,252890.0
2003-09-01,360206.0
2003-10-01,291468.0
2003-11-01,275802.0
2003-12-01,458679.0
2004-01-01,451282.0
2004-02-01,447359.0
2004-03-01,487762.0
2004-04-01,310249.0
2004-05-01,329366.0
2004-06-01,319588.0
2004-07-01,146458.0
2004-08-01,159615.0
2004-09-01,166713.0
2004-10-01,150070.0
2004-11-01,151710.0
2004-12-01,213447.0
2005-01-01,222777.0
2005-02-01,230042.0
2005-03-01,245669.0
2005-04-01,215527.0
2005-05-01,201930.0
2005-06-01,205502.0
2005-07-01,157397.0
2005-08-01,159990.0
2005-09-01,203970.0
2005-10-01,176551.0
2005-11-01,178961.0
2005-12-01,225599.0
2006-01-01,226689.0
2006-02-01,227960.0
2006-03-01,302854.0
2006-04-01,184738.0
2006-05-01,177713.0
2006-06-01,170428.0
2006-07-01,149463.0
2006-08-01,156004.0
2006-09-01,194557.0
2006-10-01,169277.0
2006-11-01,177447.0
2006-12-01,264205.0
2007-01-01,264747.0
2007-02-01,266040.0
2007-03-01,294474.0
2007-04-01,172995.0
2007-05-01,162642.0
2007-06-01,200399.0
2007-07-01,179988.0
2007-08-01,178306.0
2007-09-01,225014.0
2007-10-01,190946.0
2007-11-01,194352.0
2007-12-01,280446.0
2008-01-01,287846.0
2008-02-01,292369.0
2008-03-01,322212.0
2008-04-01,180033.0
2008-05-01,184877.0
2008-06-01,228568.0
2008-07-01,205146.0
2008-08-01,211502.0
2008-09-01,283693.0
2008-10-01,236952.0
2008-11-01,237962.0
2008-12-01,375718.0
2009-01-01,388508.0
2009-02-01,406365.0
2009-03-01,438060.0
2009-04-01,295785.0
2009-05-01,278105.0
2009-06-01,348897.0
2009-07-01,313840.0
2009-08-01,325811.0
2009-09-01,417623.0
2009-10-01,429990.0
2009-11-01,429726.0
2009-12-01,489345.0
2010-01-01,494929.0
2010-02-01,495025.0
2010-03-01,511382.0
2010-04-01,305333.0
2010-05-01,315410.0
2010-06-01,344217.0
2010-07-01,354086.0
2010-08-01,363092.0
2010-09-01,375488.0
2010-10-01,388169.0
2010-11-01,400134.0
2010-12-01,456301.0
2011-01-01,469997.0
2011-02-01,475087.0
2011-03-01,505202.0
2011-04-01,391722.0
2011-05-01,411096.0
2011-06-01,475671.0
2011-07-01,491105.0
2011-08-01,505623.0
2011-09-01,547927.0
2011-10-01,556038.0
2011-11-01,578661.0
2011-12-01,654381.0
2012-01-01,684054.0
2012-02-01,688536.0
2012-03-01,716177.0
2012-04-01,572834.0
2012-05-01,606686.0
2012-06-01,663341.0
2012-07-01,693417.0
2012-08-01,687552.0
2012-09-01,740901.0
2012-10-01,750776.0
2012-11-01,786529.0
2012-12-01,928523.0
2013-01-01,954564.0
2013-02-01,938223.0
2013-03-01,962672.0
2013-04-01,741705.0
2013-05-01,776343.0
2013-06-01,830659.0
2013-07-01,850435.0
2013-08-01,881318.0
2013-09-01,887480.0
2013-10-01,903700.0
2013-11-01,911208.0
2013-12-01,1113294.0
2014-01-01,1121129.0
2014-02-01,1111836.0
2014-03-01,1191939.0
2014-04-01,975191.0
2014-05-01,993171.0
2014-06-01,1063413.0
2014-07-01,1041709.0
2014-08-01,1055920.0
2014-09-01,1148274.0
2014-10-01,1145089.0
2014-11-01,1156307.0
2014-12-01,1368145.0
2015-01-01,1368142.0
2015-02-01,1396165.0
2015-03-01,1366435.0
2015-04-01,1068308.0
2015-05-01,1067656.0
2015-06-01,1136490.0
2015-07-01,1147961.0
2015-08-01,1196819.0
2015-09-01,1212889.0
2015-10-01,1282310.0
2015-11-01,1302683.0
2015-12-01,1446933.0
2016-01-01,1492582.0
2016-02-01,1496190.0
2016-03-01,1496280.0
2016-04-01,1488040.0
2016-05-01,1523705.0
2016-06-01,1631142.0
2016-07-01,1650720.0
2016-08-01,1670431.0
2016-09-01,1760675.0
2016-10-01,1799002.0
2016-11-01,1847556.0
2016-12-01,2034736.0
2017-01-01,2098949.0
2017-02-01,2065880.0
2017-03-01,2182728.0
2017-04-01,2184952.0
2017-05-01,2082100.0
2017-06-01,2044136.0
2017-07-01,2090299.0
2017-08-01,2132888.0
2017-09-01,2211773.0
2017-10-01,2281071.0
2017-11-01,2040736.0
2017-12-01,2381026.0
2018-01-01,2324909.0
2018-02-01,2331483.0
2018-03-01,2176685.0
2018-04-01,1984749.0
2018-05-01,2052730.0
2018-06-01,2096152.0
2018-07-01,1934546.0
2018-08-01,2007779.0
2018-09-01,2185127.0
2018-10-01,2306826.0
2018-11-01,2465448.0
2018-12-01,2683978.0
2019-01-01,2400987.0
2019-02-01,2426000.0
2019-03-01,2125907.0
2019-04-01,1832461.0
2019-05-01,1454309.0
2019-06-01,1585836.0
2019-07-01,1716974.0
2019-08-01,1727895.0
2019-09-01,1938039.0
2019-10-01,2040207.0
2019-11-01,2068341.0
2019-12-01,2338300.0
2020-01-01,2380176.0
2020-02-01,2434462.0
2020-03-01,2536584.0
2020-04-01,2254576.0
2020-05-01,2229163.0
2020-06-01,1870116.0
2020-07-01,1964882.0
2020-08-01,1925361.0
2020-09-01,2217012.0
2020-10-01,2292804.0
2020-11-01,2486287.0
2020-12-01,2624683.0
2021-01-01,2932138.0
2021-02-01,3020097.0
2021-03-01,3157655.0
2021-04-01,2722619.0
2021-05-01,2094831.0
2021-06-01,2380754.0
2021-07-01,2592788.0
2021-08-01,2803995.0
2021-09-01,3292942.0
2021-10-01,3537790.0
2021-11-01,3748316.0
2021-12-01,4600317.0
2022-01-01,5005209.0
2022-02-01,5273729.0
2022-03-01,6604322.0
2022-04-01,4672456.0
2022-05-01,5047171.0
2022-06-01,5481556.0
2022-07-01,5988815.0
2022-08-01,5957682.0
2022-09-01,6944564.0
2022-10-01,7684934.0
2022-11-01,7531936.0
2022-12-01,9167155.0
2023-01-01,9861040.0
2023-02-01,10307616.0
2023-03-01,10743257.0
2023-04-01,10508674.0
2023-05-01,6774329.0
2023-06-01,8761244.0
2023-07-01,10694081.0
2023-08-01,12036011.0
2023-09-01,14809751.0
2023-10-01,15850528.0
2023-11-01,16776120.0
2023-12-01,19702774.0
2024-01-01,21057441.0
2024-02-01,22264305.0
2024-03-01,23689814.0
2024-04-01,25115839.0
2024-05-01,16591085.0
2024-06-01,18102671.0
2024-07-01,20103584.0
2024-08-01,22459503.0
2024-09-01,23664274.0
2024-10-01,25609233.0
2024-11-01,27457587.0
2024-12-01,28654131.0
2025-01-01,30672299.0
2025-02-01,32130413.0
2025-03-01,33196162.0
2025-04-01,32825653.0
2025-05-01,21582204.0
2025-06-01,24976219.0
2025-07-01,27371150.0
2025-08-01,31649074.0
