Tarih,TP_PB_T31
2000-01-01,22270.0
2000-02-01,35716.0
2000-03-01,35858.0
2000-04-01,8554.0
2000-05-01,1937.0
2000-06-01,1727.0
2000-07-01,1662.0
2000-08-01,16367.0
2000-09-01,16225.0
2000-10-01,16327.0
2000-11-01,28977.0
2000-12-01,31973.0
2001-01-01,32906.0
2001-02-01,30161.0
2001-03-01,48322.0
2001-04-01,9218.0
2001-05-01,24144.0
2001-06-01,23865.0
2001-07-01,23889.0
2001-08-01,44449.0
2001-09-01,44602.0
2001-10-01,42279.0
2001-11-01,90388.0
2001-12-01,92827.0
2002-01-01,93292.0
2002-02-01,123425.0
2002-03-01,123097.0
2002-04-01,11627.0
2002-05-01,21446.0
2002-06-01,20346.0
2002-07-01,20033.0
2002-08-01,34574.0
2002-09-01,34177.0
2002-10-01,34118.0
2002-11-01,70807.0
2002-12-01,76208.0
2003-01-01,77527.0
2003-02-01,119846.0
2003-03-01,118744.0
2003-04-01,21448.0
2003-05-01,39272.0
2003-06-01,38275.0
2003-07-01,35997.0
2003-08-01,72931.0
2003-09-01,72813.0
2003-10-01,72501.0
2003-11-01,129421.0
2003-12-01,131708.0
2004-01-01,118113.0
2004-02-01,179923.0
2004-03-01,179917.0
2004-04-01,22210.0
2004-05-01,29846.0
2004-06-01,29979.0
2004-07-01,29992.0
2004-08-01,32194.0
2004-09-01,32222.0
2004-10-01,27656.0
2004-11-01,33566.0
2004-12-01,33555.0
2005-01-01,33586.0
2005-02-01,45428.0
2005-03-01,45415.0
2005-04-01,23270.0
2005-05-01,22653.0
2005-06-01,22517.0
2005-07-01,21995.0
2005-08-01,42869.0
2005-09-01,43820.0
2005-10-01,42828.0
2005-11-01,69220.0
2005-12-01,71279.0
2006-01-01,68897.0
2006-02-01,105957.0
2006-03-01,105926.0
2006-04-01,4406.0
2006-05-01,79990.0
2006-06-01,81043.0
2006-07-01,80921.0
2006-08-01,84365.0
2006-09-01,84332.0
2006-10-01,84351.0
2006-11-01,97916.0
2006-12-01,97911.0
2007-01-01,97890.0
2007-02-01,128673.0
2007-03-01,128663.0
2007-04-01,19497.0
2007-05-01,37490.0
2007-06-01,25657.0
2007-07-01,25605.0
2007-08-01,55867.0
2007-09-01,55826.0
2007-10-01,55886.0
2007-11-01,80663.0
2007-12-01,80695.0
2008-01-01,80634.0
2008-02-01,114305.0
2008-03-01,114361.0
2008-04-01,271.0
2008-05-01,31649.0
2008-06-01,31622.0
2008-07-01,31590.0
2008-08-01,58560.0
2008-09-01,58528.0
