Tarih,TP_PB_V16
2000-01-01,60839.0
2000-02-01,65487.0
2000-03-01,52503.0
2000-04-01,61109.0
2000-05-01,70151.0
2000-06-01,58797.0
2000-07-01,73955.0
2000-08-01,66896.0
2000-09-01,58970.0
2000-10-01,68373.0
2000-11-01,95247.0
2000-12-01,78405.0
2001-01-01,93221.0
2001-02-01,80604.0
2001-03-01,95800.0
2001-04-01,121692.0
2001-05-01,127254.0
2001-06-01,103192.0
2001-07-01,116235.0
2001-08-01,111551.0
2001-09-01,103904.0
2001-10-01,114382.0
2001-11-01,118317.0
2001-12-01,102569.0
2002-01-01,100481.0
2002-02-01,80944.0
2002-03-01,83315.0
2002-04-01,81022.0
2002-05-01,68119.0
2002-06-01,83698.0
2002-07-01,96682.0
2002-08-01,65712.0
2002-09-01,80211.0
2002-10-01,82173.0
2002-11-01,64244.0
2002-12-01,71543.0
2003-01-01,84026.0
2003-02-01,49945.0
2003-03-01,56693.0
2003-04-01,58001.0
2003-05-01,63566.0
2003-06-01,68299.0
2003-07-01,59280.0
2003-08-01,41992.0
2003-09-01,41422.0
2003-10-01,56461.0
2003-11-01,63860.0
2003-12-01,70778.0
2004-01-01,84537.0
2004-02-01,54951.0
2004-03-01,59866.0
2004-04-01,62070.0
2004-05-01,75667.0
2004-06-01,70491.0
2004-07-01,68112.0
2004-08-01,37163.0
2004-09-01,40333.0
2004-10-01,50640.0
2004-11-01,70730.0
2004-12-01,88906.0
2005-01-01,87808.0
2005-02-01,70813.0
2005-03-01,61152.0
2005-04-01,59871.0
2005-05-01,65305.0
2005-06-01,65645.0
2005-07-01,48185.0
2005-08-01,49877.0
2005-09-01,63678.0
2005-10-01,54209.0
2005-11-01,72503.0
2005-12-01,79081.0
2006-01-01,94821.0
2006-02-01,113622.0
2006-03-01,110100.0
2006-04-01,125269.0
2006-05-01,183637.0
2006-06-01,214347.0
2006-07-01,160139.0
2006-08-01,154884.0
2006-09-01,131983.0
2006-10-01,112227.0
2006-11-01,140898.0
2006-12-01,127290.0
2007-01-01,115425.0
2007-02-01,114877.0
2007-03-01,99512.0
2007-04-01,102041.0
2007-05-01,118411.0
2007-06-01,136672.0
2007-07-01,139743.0
2007-08-01,144307.0
2007-09-01,159918.0
2007-10-01,169394.0
2007-11-01,176793.0
2007-12-01,108304.0
2008-01-01,88051.0
2008-02-01,84583.0
2008-03-01,69769.0
2008-04-01,63611.0
2008-05-01,73217.0
2008-06-01,86201.0
2008-07-01,69025.0
2008-08-01,78198.0
2008-09-01,77721.0
2008-10-01,71980.0
2008-11-01,75322.0
2008-12-01,45505.0
2009-01-01,80360.0
2009-02-01,86583.0
2009-03-01,61589.0
2009-04-01,53215.0
2009-05-01,60223.0
2009-06-01,62466.0
2009-07-01,53532.0
2009-08-01,54526.0
2009-09-01,49139.0
2009-10-01,45409.0
2009-11-01,53855.0
2009-12-01,53420.0
2010-01-01,52923.0
2010-02-01,53386.0
2010-03-01,52522.0
2010-04-01,38393.0
2010-05-01,46701.0
2010-06-01,46926.0
2010-07-01,48722.0
2010-08-01,49013.0
2010-09-01,47384.0
2010-10-01,42449.0
2010-11-01,49993.0
2010-12-01,55267.0
2011-01-01,59213.0
2011-02-01,55506.0
2011-03-01,57802.0
2011-04-01,45257.0
2011-05-01,55566.0
2011-06-01,232252.0
2011-07-01,261315.0
2011-08-01,75756.0
2011-09-01,70316.0
2011-10-01,68672.0
2011-11-01,83052.0
2011-12-01,84577.0
2012-01-01,89452.0
2012-02-01,96866.0
2012-03-01,90715.0
2012-04-01,91415.0
2012-05-01,84798.0
2012-06-01,85059.0
2012-07-01,93421.0
2012-08-01,107956.0
2012-09-01,117826.0
2012-10-01,100346.0
2012-11-01,91985.0
2012-12-01,107253.0
2013-01-01,110891.0
2013-02-01,110124.0
2013-03-01,126275.0
2013-04-01,86030.0
2013-05-01,80247.0
2013-06-01,100071.0
2013-07-01,111386.0
2013-08-01,129236.0
2013-09-01,150863.0
2013-10-01,106512.0
2013-11-01,101688.0
2013-12-01,113281.0
2014-01-01,132088.0
2014-02-01,137668.0
2014-03-01,152949.0
2014-04-01,113121.0
2014-05-01,104792.0
2014-06-01,115501.0
2014-07-01,127640.0
2014-08-01,148772.0
2014-09-01,175610.0
2014-10-01,137954.0
2014-11-01,141453.0
2014-12-01,157820.0
2015-01-01,191740.0
2015-02-01,207926.0
2015-03-01,219008.0
2015-04-01,174757.0
2015-05-01,195558.0
2015-06-01,200872.0
2015-07-01,239576.0
2015-08-01,309536.0
2015-09-01,340120.0
2015-10-01,245914.0
