Tarih,TP_UFEYD27
2016-04-01,139.62
2016-05-01,143.28
2016-06-01,140.54
2016-07-01,145.8
2016-08-01,149.37
2016-09-01,147.26
2016-10-01,149.75
2016-11-01,153.55
2016-12-01,160.96
2017-01-01,170.47
2017-02-01,169.6
2017-03-01,173.45
2017-04-01,174.93
2017-05-01,174.79
2017-06-01,173.6
2017-07-01,172.42
2017-08-01,174.09
2017-09-01,178.97
2017-10-01,185.42
2017-11-01,194.84
2017-12-01,193.96
2018-01-01,192.08
2018-02-01,195.69
2018-03-01,203.47
2018-04-01,217.24
2018-05-01,225.76
2018-06-01,230.92
2018-07-01,230.93
2018-08-01,275.0
2018-09-01,300.29
2018-10-01,274.03
2018-11-01,256.7
2018-12-01,256.54
2019-01-01,263.41
2019-02-01,262.76
2019-03-01,270.72
2019-04-01,278.31
2019-05-01,291.91
2019-06-01,284.1
2019-07-01,284.82
2019-08-01,279.42
2019-09-01,295.32
2019-10-01,294.83
2019-11-01,294.75
2019-12-01,300.82
2020-01-01,313.18
2020-02-01,329.75
2020-03-01,350.28
2020-04-01,374.86
2020-05-01,385.07
2020-06-01,390.15
2020-07-01,407.42
2020-08-01,443.03
2020-09-01,451.36
2020-10-01,477.86
2020-11-01,474.03
2020-12-01,474.32
2021-01-01,456.14
2021-02-01,431.8
2021-03-01,456.91
2021-04-01,488.79
2021-05-01,510.05
2021-06-01,520.08
2021-07-01,518.63
2021-08-01,519.69
2021-09-01,517.26
2021-10-01,555.1
2021-11-01,641.61
2021-12-01,803.47
2022-01-01,820.15
2022-02-01,860.13
2022-03-01,931.55
2022-04-01,937.19
2022-05-01,975.28
2022-06-01,1064.88
2022-07-01,1064.18
2022-08-01,1107.96
2022-09-01,1116.26
2022-10-01,1115.54
2022-11-01,1155.08
2022-12-01,1179.54
2023-01-01,1239.38
2023-02-01,1248.37
2023-03-01,1299.34
2023-04-01,1353.08
2023-05-01,1398.56
2023-06-01,1556.02
2023-07-01,1803.02
2023-08-01,1849.98
2023-09-01,1817.29
2023-10-01,1861.56
2023-11-01,1937.13
2023-12-01,2021.73
2024-01-01,2116.92
2024-02-01,2159.82
2024-03-01,2295.77
2024-04-01,2346.44
2024-05-01,2401.93
2024-06-01,2424.01
2024-07-01,2482.2
2024-08-01,2609.98
2024-09-01,2686.51
2024-10-01,2763.21
2024-11-01,2778.52
2024-12-01,2795.67
2025-01-01,2927.9
2025-02-01,3050.91
2025-03-01,3239.09
2025-04-01,3603.14
2025-05-01,3667.11
2025-06-01,3814.17
2025-07-01,3918.41
2025-08-01,4010.29
