Tarih,TP_UFEYD25
2016-04-01,147.08
2016-05-01,151.72
2016-06-01,150.0
2016-07-01,149.71
2016-08-01,151.99
2016-09-01,151.8
2016-10-01,155.01
2016-11-01,161.77
2016-12-01,168.49
2017-01-01,184.12
2017-02-01,181.53
2017-03-01,181.68
2017-04-01,181.38
2017-05-01,181.53
2017-06-01,181.92
2017-07-01,188.08
2017-08-01,189.92
2017-09-01,189.41
2017-10-01,197.53
2017-11-01,208.67
2017-12-01,208.6
2018-01-01,206.84
2018-02-01,208.05
2018-03-01,211.06
2018-04-01,219.94
2018-05-01,241.95
2018-06-01,251.62
2018-07-01,258.28
2018-08-01,308.96
2018-09-01,345.62
2018-10-01,315.65
2018-11-01,287.73
2018-12-01,283.89
2019-01-01,280.57
2019-02-01,275.48
2019-03-01,285.12
2019-04-01,299.17
2019-05-01,315.87
2019-06-01,303.9
2019-07-01,296.44
2019-08-01,293.73
2019-09-01,297.53
2019-10-01,301.88
2019-11-01,299.71
2019-12-01,303.56
2020-01-01,304.37
2020-02-01,310.57
2020-03-01,324.78
2020-04-01,351.26
2020-05-01,357.6
2020-06-01,358.58
2020-07-01,353.02
2020-08-01,372.59
2020-09-01,386.7
2020-10-01,406.96
2020-11-01,404.02
2020-12-01,392.34
2021-01-01,375.86
2021-02-01,359.53
2021-03-01,384.42
2021-04-01,413.28
2021-05-01,423.51
2021-06-01,437.36
2021-07-01,437.17
2021-08-01,423.28
2021-09-01,425.46
2021-10-01,457.72
2021-11-01,526.68
2021-12-01,671.27
2022-01-01,678.09
2022-02-01,682.75
2022-03-01,722.0
2022-04-01,722.94
2022-05-01,776.28
2022-06-01,839.63
2022-07-01,862.13
2022-08-01,883.98
2022-09-01,899.14
2022-10-01,916.59
2022-11-01,919.65
2022-12-01,926.03
2023-01-01,962.08
2023-02-01,970.05
2023-03-01,978.73
2023-04-01,999.65
2023-05-01,1018.83
2023-06-01,1194.41
2023-07-01,1371.24
2023-08-01,1403.29
2023-09-01,1398.76
2023-10-01,1441.51
2023-11-01,1485.54
2023-12-01,1511.04
2024-01-01,1562.7
2024-02-01,1553.53
2024-03-01,1618.17
2024-04-01,1626.76
2024-05-01,1624.12
2024-06-01,1640.6
2024-07-01,1660.69
2024-08-01,1703.66
2024-09-01,1723.83
2024-10-01,1731.06
2024-11-01,1751.1
2024-12-01,1774.17
2025-01-01,1805.55
2025-02-01,1838.15
2025-03-01,1909.79
2025-04-01,1961.08
2025-05-01,1996.2
2025-06-01,2042.43
2025-07-01,2086.03
2025-08-01,2103.62
