Tarih,TP_UFEYD10
2016-04-01,145.2
2016-05-01,146.9
2016-06-01,147.63
2016-07-01,149.19
2016-08-01,151.07
2016-09-01,151.67
2016-10-01,156.03
2016-11-01,161.09
2016-12-01,164.87
2017-01-01,174.47
2017-02-01,172.77
2017-03-01,174.64
2017-04-01,171.84
2017-05-01,171.9
2017-06-01,174.32
2017-07-01,179.55
2017-08-01,181.84
2017-09-01,182.56
2017-10-01,188.33
2017-11-01,197.0
2017-12-01,196.73
2018-01-01,198.39
2018-02-01,200.83
2018-03-01,202.69
2018-04-01,208.28
2018-05-01,216.47
2018-06-01,225.77
2018-07-01,231.88
2018-08-01,268.88
2018-09-01,291.21
2018-10-01,272.13
2018-11-01,251.38
2018-12-01,251.33
2019-01-01,253.75
2019-02-01,249.18
2019-03-01,253.47
2019-04-01,263.09
2019-05-01,271.64
2019-06-01,265.21
2019-07-01,260.88
2019-08-01,257.68
2019-09-01,260.18
2019-10-01,263.92
2019-11-01,263.19
2019-12-01,267.69
2020-01-01,270.79
2020-02-01,271.68
2020-03-01,279.47
2020-04-01,292.07
2020-05-01,295.55
2020-06-01,299.26
2020-07-01,305.58
2020-08-01,328.77
2020-09-01,337.12
2020-10-01,351.75
2020-11-01,363.92
2020-12-01,363.72
2021-01-01,355.64
2021-02-01,343.38
2021-03-01,360.65
2021-04-01,376.45
2021-05-01,388.88
2021-06-01,401.86
2021-07-01,401.23
2021-08-01,392.66
2021-09-01,395.83
2021-10-01,419.7
2021-11-01,464.6
2021-12-01,569.89
2022-01-01,577.56
2022-02-01,584.83
2022-03-01,615.37
2022-04-01,614.06
2022-05-01,640.72
2022-06-01,682.38
2022-07-01,689.8
2022-08-01,706.35
2022-09-01,719.08
2022-10-01,722.59
2022-11-01,746.19
2022-12-01,772.05
2023-01-01,789.84
2023-02-01,793.62
2023-03-01,811.18
2023-04-01,828.53
2023-05-01,848.06
2023-06-01,964.2
2023-07-01,1104.49
2023-08-01,1137.42
2023-09-01,1135.8
2023-10-01,1177.38
2023-11-01,1231.67
2023-12-01,1260.96
2024-01-01,1308.94
2024-02-01,1329.06
2024-03-01,1390.99
2024-04-01,1393.41
2024-05-01,1400.63
2024-06-01,1409.45
2024-07-01,1436.43
2024-08-01,1489.6
2024-09-01,1528.37
2024-10-01,1528.33
2024-11-01,1518.86
2024-12-01,1524.79
2025-01-01,1545.27
2025-02-01,1573.01
2025-03-01,1638.89
2025-04-01,1734.5
2025-05-01,1809.5
2025-06-01,1891.83
2025-07-01,1989.95
2025-08-01,2048.97
