Tarih,TP_UFEYD03
2016-04-01,135.06
2016-05-01,141.47
2016-06-01,140.22
2016-07-01,151.4
2016-08-01,153.62
2016-09-01,153.28
2016-10-01,151.49
2016-11-01,159.65
2016-12-01,168.92
2017-01-01,189.18
2017-02-01,188.97
2017-03-01,195.77
2017-04-01,198.14
2017-05-01,183.5
2017-06-01,183.94
2017-07-01,183.41
2017-08-01,184.64
2017-09-01,188.29
2017-10-01,192.77
2017-11-01,202.4
2017-12-01,201.15
2018-01-01,206.63
2018-02-01,212.35
2018-03-01,218.4
2018-04-01,223.74
2018-05-01,241.7
2018-06-01,250.41
2018-07-01,254.07
2018-08-01,294.48
2018-09-01,314.63
2018-10-01,300.74
2018-11-01,275.92
2018-12-01,272.91
2019-01-01,275.13
2019-02-01,272.0
2019-03-01,290.73
2019-04-01,303.75
2019-05-01,312.3
2019-06-01,296.98
2019-07-01,294.7
2019-08-01,298.37
2019-09-01,313.97
2019-10-01,313.1
2019-11-01,311.37
2019-12-01,311.42
2020-01-01,315.63
2020-02-01,327.06
2020-03-01,327.07
2020-04-01,343.37
2020-05-01,345.52
2020-06-01,343.81
2020-07-01,354.83
2020-08-01,410.73
2020-09-01,436.87
2020-10-01,455.5
2020-11-01,459.03
2020-12-01,445.03
2021-01-01,434.64
2021-02-01,429.65
2021-03-01,494.96
2021-04-01,537.0
2021-05-01,548.45
2021-06-01,580.22
2021-07-01,588.54
2021-08-01,590.64
2021-09-01,581.39
2021-10-01,624.76
2021-11-01,713.54
2021-12-01,925.41
2022-01-01,949.66
2022-02-01,985.38
2022-03-01,1092.35
2022-04-01,1107.12
2022-05-01,1178.76
2022-06-01,1240.54
2022-07-01,1196.5
2022-08-01,1168.56
2022-09-01,1183.73
2022-10-01,1154.66
2022-11-01,1165.55
2022-12-01,1189.74
2023-01-01,1228.4
2023-02-01,1265.23
2023-03-01,1266.02
2023-04-01,1303.3
2023-05-01,1281.41
2023-06-01,1455.08
2023-07-01,1693.82
2023-08-01,1709.9
2023-09-01,1708.83
2023-10-01,1759.23
2023-11-01,1855.87
2023-12-01,1916.1
2024-01-01,2020.83
2024-02-01,2047.52
2024-03-01,2173.56
2024-04-01,2295.72
2024-05-01,2402.66
2024-06-01,2428.66
2024-07-01,2414.28
2024-08-01,2426.2
2024-09-01,2478.41
2024-10-01,2482.99
2024-11-01,2384.22
2024-12-01,2385.63
2025-01-01,2440.93
2025-02-01,2543.45
2025-03-01,2659.7
2025-04-01,2685.87
2025-05-01,2878.1
2025-06-01,2933.25
2025-07-01,3086.27
2025-08-01,3092.41
