Tarih,TP_UFEYD01
2016-04-01,155.91
2016-05-01,160.62
2016-06-01,159.89
2016-07-01,160.83
2016-08-01,162.25
2016-09-01,162.35
2016-10-01,166.93
2016-11-01,175.34
2016-12-01,184.48
2017-01-01,197.86
2017-02-01,196.02
2017-03-01,196.96
2017-04-01,197.04
2017-05-01,195.31
2017-06-01,195.04
2017-07-01,199.41
2017-08-01,201.15
2017-09-01,201.4
2017-10-01,209.97
2017-11-01,220.94
2017-12-01,220.92
2018-01-01,221.79
2018-02-01,225.56
2018-03-01,230.61
2018-04-01,239.83
2018-05-01,255.18
2018-06-01,263.95
2018-07-01,270.88
2018-08-01,320.07
2018-09-01,352.54
2018-10-01,326.29
2018-11-01,298.74
2018-12-01,294.81
2019-01-01,300.2
2019-02-01,294.84
2019-03-01,304.97
2019-04-01,320.0
2019-05-01,333.41
2019-06-01,322.62
2019-07-01,315.1
2019-08-01,310.67
2019-09-01,313.22
2019-10-01,316.88
2019-11-01,315.45
2019-12-01,321.15
2020-01-01,328.82
2020-02-01,331.35
2020-03-01,342.89
2020-04-01,361.61
2020-05-01,366.94
2020-06-01,370.43
2020-07-01,376.5
2020-08-01,404.59
2020-09-01,417.06
2020-10-01,436.32
2020-11-01,445.15
2020-12-01,441.77
2021-01-01,435.72
2021-02-01,425.01
2021-03-01,456.68
2021-04-01,489.3
2021-05-01,512.24
2021-06-01,532.39
2021-07-01,534.2
2021-08-01,529.26
2021-09-01,537.48
2021-10-01,580.11
2021-11-01,658.34
2021-12-01,828.95
2022-01-01,855.93
2022-02-01,876.07
2022-03-01,939.92
2022-04-01,964.46
2022-05-01,1027.24
2022-06-01,1121.55
2022-07-01,1128.97
2022-08-01,1158.76
2022-09-01,1166.52
2022-10-01,1182.2
2022-11-01,1209.11
2022-12-01,1242.6
2023-01-01,1292.31
2023-02-01,1297.75
2023-03-01,1319.19
2023-04-01,1351.19
2023-05-01,1357.26
2023-06-01,1569.22
2023-07-01,1809.99
2023-08-01,1845.26
2023-09-01,1834.3
2023-10-01,1859.04
2023-11-01,1924.27
2023-12-01,1968.23
2024-01-01,2058.2
2024-02-01,2107.26
2024-03-01,2206.38
2024-04-01,2236.6
2024-05-01,2246.0
2024-06-01,2267.7
2024-07-01,2306.16
2024-08-01,2374.22
2024-09-01,2427.65
2024-10-01,2429.73
2024-11-01,2408.94
2024-12-01,2430.77
2025-01-01,2479.52
2025-02-01,2530.37
2025-03-01,2633.02
2025-04-01,2749.17
2025-05-01,2815.04
2025-06-01,2911.28
2025-07-01,2999.47
2025-08-01,3039.16
