Tarih,TP_UFEYD02
2016-04-01,155.38
2016-05-01,161.77
2016-06-01,161.17
2016-07-01,168.75
2016-08-01,168.66
2016-09-01,168.93
2016-10-01,169.52
2016-11-01,179.68
2016-12-01,190.04
2017-01-01,205.12
2017-02-01,202.66
2017-03-01,206.59
2017-04-01,206.21
2017-05-01,199.27
2017-06-01,196.24
2017-07-01,197.85
2017-08-01,197.45
2017-09-01,197.95
2017-10-01,206.03
2017-11-01,216.81
2017-12-01,214.92
2018-01-01,215.06
2018-02-01,218.14
2018-03-01,225.79
2018-04-01,235.81
2018-05-01,253.32
2018-06-01,264.43
2018-07-01,269.69
2018-08-01,316.97
2018-09-01,350.32
2018-10-01,329.94
2018-11-01,302.55
2018-12-01,296.69
2019-01-01,300.1
2019-02-01,295.95
2019-03-01,311.45
2019-04-01,326.13
2019-05-01,342.27
2019-06-01,328.32
2019-07-01,324.14
2019-08-01,323.8
2019-09-01,333.06
2019-10-01,335.76
2019-11-01,333.0
2019-12-01,336.47
2020-01-01,341.09
2020-02-01,348.93
2020-03-01,357.24
2020-04-01,379.94
2020-05-01,383.54
2020-06-01,382.33
2020-07-01,388.67
2020-08-01,428.56
2020-09-01,447.86
2020-10-01,470.98
2020-11-01,479.12
2020-12-01,465.14
2021-01-01,453.88
2021-02-01,441.36
2021-03-01,483.52
2021-04-01,518.77
2021-05-01,532.74
2021-06-01,556.45
2021-07-01,561.01
2021-08-01,557.93
2021-09-01,555.63
2021-10-01,591.55
2021-11-01,672.81
2021-12-01,859.4
2022-01-01,900.81
2022-02-01,936.73
2022-03-01,1013.58
2022-04-01,1031.96
2022-05-01,1103.34
2022-06-01,1184.76
2022-07-01,1182.34
2022-08-01,1207.82
2022-09-01,1232.37
2022-10-01,1230.32
2022-11-01,1245.11
2022-12-01,1266.75
2023-01-01,1307.03
2023-02-01,1336.38
2023-03-01,1354.46
2023-04-01,1384.22
2023-05-01,1390.81
2023-06-01,1581.32
2023-07-01,1823.88
2023-08-01,1863.46
2023-09-01,1852.59
2023-10-01,1904.3
2023-11-01,1986.03
2023-12-01,2038.45
2024-01-01,2101.13
2024-02-01,2147.39
2024-03-01,2264.66
2024-04-01,2345.57
2024-05-01,2412.31
2024-06-01,2435.67
2024-07-01,2440.72
2024-08-01,2475.34
2024-09-01,2536.82
2024-10-01,2542.69
2024-11-01,2466.22
2024-12-01,2490.76
2025-01-01,2556.29
2025-02-01,2643.79
2025-03-01,2756.0
2025-04-01,2813.78
2025-05-01,2944.9
2025-06-01,3004.68
2025-07-01,3131.46
2025-08-01,3145.16
