Tarih,TP_UFEYD12
2016-04-01,150.37
2016-05-01,154.3
2016-06-01,153.26
2016-07-01,151.31
2016-08-01,153.25
2016-09-01,153.21
2016-10-01,158.54
2016-11-01,164.03
2016-12-01,169.54
2017-01-01,177.73
2017-02-01,175.47
2017-03-01,176.61
2017-04-01,178.04
2017-05-01,178.77
2017-06-01,177.56
2017-07-01,182.9
2017-08-01,183.28
2017-09-01,183.72
2017-10-01,190.5
2017-11-01,200.61
2017-12-01,201.76
2018-01-01,202.37
2018-02-01,208.66
2018-03-01,212.08
2018-04-01,218.46
2018-05-01,229.88
2018-06-01,233.8
2018-07-01,240.06
2018-08-01,278.42
2018-09-01,300.7
2018-10-01,284.88
2018-11-01,271.48
2018-12-01,268.0
2019-01-01,269.84
2019-02-01,267.32
2019-03-01,275.47
2019-04-01,283.73
2019-05-01,294.17
2019-06-01,289.43
2019-07-01,284.2
2019-08-01,280.79
2019-09-01,283.17
2019-10-01,283.74
2019-11-01,283.91
2019-12-01,285.29
2020-01-01,288.66
2020-02-01,290.15
2020-03-01,306.19
2020-04-01,317.94
2020-05-01,320.72
2020-06-01,324.27
2020-07-01,325.83
2020-08-01,342.39
2020-09-01,353.98
2020-10-01,362.48
2020-11-01,368.9
2020-12-01,365.94
2021-01-01,354.95
2021-02-01,349.56
2021-03-01,372.73
2021-04-01,401.2
2021-05-01,422.75
2021-06-01,437.35
2021-07-01,441.57
2021-08-01,452.58
2021-09-01,460.06
2021-10-01,489.46
2021-11-01,566.86
2021-12-01,706.73
2022-01-01,757.46
2022-02-01,779.07
2022-03-01,828.71
2022-04-01,845.28
2022-05-01,897.3
2022-06-01,976.75
2022-07-01,1008.24
2022-08-01,1051.21
2022-09-01,1097.17
2022-10-01,1112.14
2022-11-01,1157.52
2022-12-01,1195.85
2023-01-01,1174.27
2023-02-01,1171.21
2023-03-01,1194.35
2023-04-01,1234.77
2023-05-01,1260.66
2023-06-01,1398.54
2023-07-01,1575.52
2023-08-01,1581.02
2023-09-01,1571.26
2023-10-01,1620.67
2023-11-01,1695.08
2023-12-01,1716.07
2024-01-01,1774.21
2024-02-01,1811.65
2024-03-01,1859.39
2024-04-01,1890.09
2024-05-01,1896.63
2024-06-01,1930.37
2024-07-01,1958.01
2024-08-01,2027.53
2024-09-01,2051.66
2024-10-01,2052.69
2024-11-01,2008.8
2024-12-01,2028.95
2025-01-01,2060.17
2025-02-01,2100.03
2025-03-01,2251.04
2025-04-01,2410.03
2025-05-01,2477.46
2025-06-01,2567.2
2025-07-01,2667.46
2025-08-01,2707.78
