Tarih,TP_UFEYD26
2016-04-01,169.22
2016-05-01,174.21
2016-06-01,172.97
2016-07-01,174.68
2016-08-01,175.62
2016-09-01,175.52
2016-10-01,180.24
2016-11-01,190.16
2016-12-01,200.0
2017-01-01,214.75
2017-02-01,210.43
2017-03-01,209.31
2017-04-01,208.29
2017-05-01,206.52
2017-06-01,206.0
2017-07-01,211.05
2017-08-01,211.32
2017-09-01,210.49
2017-10-01,220.71
2017-11-01,233.45
2017-12-01,233.58
2018-01-01,233.22
2018-02-01,236.52
2018-03-01,241.95
2018-04-01,251.84
2018-05-01,267.07
2018-06-01,277.02
2018-07-01,283.29
2018-08-01,332.91
2018-09-01,368.57
2018-10-01,339.17
2018-11-01,311.37
2018-12-01,307.44
2019-01-01,311.08
2019-02-01,306.78
2019-03-01,316.2
2019-04-01,333.86
2019-05-01,350.77
2019-06-01,340.49
2019-07-01,332.43
2019-08-01,328.69
2019-09-01,332.13
2019-10-01,335.11
2019-11-01,333.33
2019-12-01,341.37
2020-01-01,347.43
2020-02-01,351.15
2020-03-01,367.89
2020-04-01,392.76
2020-05-01,400.1
2020-06-01,400.4
2020-07-01,408.73
2020-08-01,440.3
2020-09-01,456.02
2020-10-01,477.5
2020-11-01,488.21
2020-12-01,478.63
2021-01-01,465.45
2021-02-01,447.27
2021-03-01,478.4
2021-04-01,510.19
2021-05-01,529.5
2021-06-01,547.33
2021-07-01,546.78
2021-08-01,537.36
2021-09-01,542.29
2021-10-01,579.05
2021-11-01,661.34
2021-12-01,844.69
2022-01-01,861.93
2022-02-01,873.52
2022-03-01,923.94
2022-04-01,934.85
2022-05-01,986.44
2022-06-01,1078.2
2022-07-01,1092.17
2022-08-01,1132.03
2022-09-01,1140.01
2022-10-01,1155.13
2022-11-01,1189.5
2022-12-01,1225.76
2023-01-01,1272.9
2023-02-01,1283.64
2023-03-01,1305.65
2023-04-01,1343.89
2023-05-01,1369.69
2023-06-01,1574.53
2023-07-01,1825.16
2023-08-01,1890.99
2023-09-01,1890.46
2023-10-01,1937.4
2023-11-01,2023.75
2023-12-01,2099.58
2024-01-01,2210.75
2024-02-01,2276.16
2024-03-01,2377.12
2024-04-01,2394.3
2024-05-01,2409.07
2024-06-01,2439.37
2024-07-01,2477.08
2024-08-01,2553.22
2024-09-01,2613.39
2024-10-01,2618.11
2024-11-01,2613.47
2024-12-01,2644.92
2025-01-01,2726.92
2025-02-01,2830.96
2025-03-01,2972.54
2025-04-01,3131.63
2025-05-01,3203.38
2025-06-01,3297.09
2025-07-01,3410.87
2025-08-01,3446.63
