Tarih,TP_UFEYD22
2016-04-01,146.47
2016-05-01,151.3
2016-06-01,150.63
2016-07-01,150.99
2016-08-01,151.88
2016-09-01,151.09
2016-10-01,152.42
2016-11-01,159.44
2016-12-01,167.21
2017-01-01,179.33
2017-02-01,179.69
2017-03-01,180.52
2017-04-01,181.13
2017-05-01,179.24
2017-06-01,180.75
2017-07-01,183.26
2017-08-01,184.14
2017-09-01,185.28
2017-10-01,191.61
2017-11-01,203.58
2017-12-01,203.92
2018-01-01,202.71
2018-02-01,204.97
2018-03-01,209.44
2018-04-01,217.86
2018-05-01,230.37
2018-06-01,237.55
2018-07-01,240.72
2018-08-01,286.17
2018-09-01,314.1
2018-10-01,296.73
2018-11-01,270.48
2018-12-01,267.71
2019-01-01,276.9
2019-02-01,273.51
2019-03-01,283.23
2019-04-01,294.08
2019-05-01,305.51
2019-06-01,297.85
2019-07-01,292.07
2019-08-01,289.38
2019-09-01,289.15
2019-10-01,290.74
2019-11-01,288.71
2019-12-01,295.57
2020-01-01,316.18
2020-02-01,317.97
2020-03-01,331.81
2020-04-01,348.77
2020-05-01,348.35
2020-06-01,348.23
2020-07-01,354.95
2020-08-01,380.0
2020-09-01,392.13
2020-10-01,413.81
2020-11-01,427.39
2020-12-01,425.04
2021-01-01,415.46
2021-02-01,402.92
2021-03-01,429.35
2021-04-01,460.03
2021-05-01,478.82
2021-06-01,501.09
2021-07-01,508.44
2021-08-01,507.39
2021-09-01,512.89
2021-10-01,546.43
2021-11-01,620.53
2021-12-01,776.95
2022-01-01,801.35
2022-02-01,814.92
2022-03-01,858.57
2022-04-01,874.42
2022-05-01,916.95
2022-06-01,997.83
2022-07-01,1012.04
2022-08-01,1061.47
2022-09-01,1050.83
2022-10-01,1060.19
2022-11-01,1092.59
2022-12-01,1136.15
2023-01-01,1173.51
2023-02-01,1184.55
2023-03-01,1206.78
2023-04-01,1238.84
2023-05-01,1242.83
2023-06-01,1405.14
2023-07-01,1639.19
2023-08-01,1674.49
2023-09-01,1662.79
2023-10-01,1680.59
2023-11-01,1762.54
2023-12-01,1802.8
2024-01-01,1888.19
2024-02-01,1922.03
2024-03-01,1994.28
2024-04-01,2006.73
2024-05-01,2044.67
2024-06-01,2061.59
2024-07-01,2096.74
2024-08-01,2143.66
2024-09-01,2198.03
2024-10-01,2182.79
2024-11-01,2157.66
2024-12-01,2169.56
2025-01-01,2183.04
2025-02-01,2256.82
2025-03-01,2375.26
2025-04-01,2485.87
2025-05-01,2547.41
2025-06-01,2624.73
2025-07-01,2717.11
2025-08-01,2769.42
