Tarih,TP_UFEYD16
2016-04-01,199.38
2016-05-01,203.16
2016-06-01,202.76
2016-07-01,206.72
2016-08-01,206.65
2016-09-01,206.53
2016-10-01,210.63
2016-11-01,217.97
2016-12-01,226.4
2017-01-01,237.01
2017-02-01,237.38
2017-03-01,237.83
2017-04-01,239.87
2017-05-01,239.23
2017-06-01,237.74
2017-07-01,242.7
2017-08-01,240.6
2017-09-01,237.41
2017-10-01,245.35
2017-11-01,251.8
2017-12-01,253.81
2018-01-01,260.86
2018-02-01,263.22
2018-03-01,267.85
2018-04-01,275.64
2018-05-01,289.83
2018-06-01,299.69
2018-07-01,306.14
2018-08-01,355.09
2018-09-01,390.24
2018-10-01,361.53
2018-11-01,343.19
2018-12-01,342.44
2019-01-01,393.63
2019-02-01,389.23
2019-03-01,397.39
2019-04-01,411.14
2019-05-01,427.6
2019-06-01,420.66
2019-07-01,414.71
2019-08-01,411.61
2019-09-01,417.95
2019-10-01,421.23
2019-11-01,419.62
2019-12-01,425.18
2020-01-01,433.21
2020-02-01,445.16
2020-03-01,462.75
2020-04-01,495.78
2020-05-01,500.87
2020-06-01,495.09
2020-07-01,500.58
2020-08-01,530.94
2020-09-01,545.01
2020-10-01,565.92
2020-11-01,576.43
2020-12-01,564.72
2021-01-01,546.28
2021-02-01,526.98
2021-03-01,561.38
2021-04-01,591.7
2021-05-01,600.16
2021-06-01,613.76
2021-07-01,610.86
2021-08-01,603.67
2021-09-01,607.01
2021-10-01,638.14
2021-11-01,724.25
2021-12-01,906.1
2022-01-01,943.66
2022-02-01,973.49
2022-03-01,1080.03
2022-04-01,1079.38
2022-05-01,1114.45
2022-06-01,1174.56
2022-07-01,1205.0
2022-08-01,1272.6
2022-09-01,1278.32
2022-10-01,1288.76
2022-11-01,1302.56
2022-12-01,1307.83
2023-01-01,1443.29
2023-02-01,1442.68
2023-03-01,1462.15
2023-04-01,1492.85
2023-05-01,1504.39
2023-06-01,1733.36
2023-07-01,1948.06
2023-08-01,1971.2
2023-09-01,1976.64
2023-10-01,2016.55
2023-11-01,2100.59
2023-12-01,2181.12
2024-01-01,2293.06
2024-02-01,2235.77
2024-03-01,2330.13
2024-04-01,2338.5
2024-05-01,2335.47
2024-06-01,2353.76
2024-07-01,2377.85
2024-08-01,2416.99
2024-09-01,2447.55
2024-10-01,2459.9
2024-11-01,2407.32
2024-12-01,2444.51
2025-01-01,2645.94
2025-02-01,2634.38
2025-03-01,2705.69
2025-04-01,2791.02
2025-05-01,2861.68
2025-06-01,2927.29
2025-07-01,2904.94
2025-08-01,2976.49
