Tarih,TP_UFEYD08
2016-04-01,169.04
2016-05-01,174.44
2016-06-01,173.13
2016-07-01,175.86
2016-08-01,177.4
2016-09-01,177.2
2016-10-01,182.25
2016-11-01,192.08
2016-12-01,202.51
2017-01-01,209.25
2017-02-01,205.96
2017-03-01,207.33
2017-04-01,206.77
2017-05-01,203.8
2017-06-01,202.41
2017-07-01,206.49
2017-08-01,204.03
2017-09-01,202.28
2017-10-01,212.51
2017-11-01,224.85
2017-12-01,218.83
2018-01-01,211.14
2018-02-01,212.56
2018-03-01,218.14
2018-04-01,227.66
2018-05-01,243.18
2018-06-01,254.01
2018-07-01,259.42
2018-08-01,311.18
2018-09-01,348.45
2018-10-01,311.14
2018-11-01,284.95
2018-12-01,283.41
2019-01-01,295.11
2019-02-01,288.28
2019-03-01,297.74
2019-04-01,312.66
2019-05-01,328.77
2019-06-01,317.16
2019-07-01,308.66
2019-08-01,304.75
2019-09-01,307.98
2019-10-01,337.47
2019-11-01,334.4
2019-12-01,341.32
2020-01-01,346.43
2020-02-01,350.23
2020-03-01,369.67
2020-04-01,394.32
2020-05-01,398.87
2020-06-01,394.93
2020-07-01,400.51
2020-08-01,431.92
2020-09-01,434.94
2020-10-01,445.87
2020-11-01,437.48
2020-12-01,427.43
2021-01-01,446.79
2021-02-01,425.83
2021-03-01,454.8
2021-04-01,482.64
2021-05-01,499.3
2021-06-01,523.15
2021-07-01,518.16
2021-08-01,505.99
2021-09-01,508.08
2021-10-01,540.61
2021-11-01,611.2
2021-12-01,757.22
2022-01-01,777.28
2022-02-01,777.45
2022-03-01,815.69
2022-04-01,814.05
2022-05-01,848.29
2022-06-01,921.39
2022-07-01,924.55
2022-08-01,916.79
2022-09-01,918.71
2022-10-01,928.66
2022-11-01,953.09
2022-12-01,1068.86
2023-01-01,1155.65
2023-02-01,1171.57
2023-03-01,1183.87
2023-04-01,1216.5
2023-05-01,1254.36
2023-06-01,1445.83
2023-07-01,1681.76
2023-08-01,1612.56
2023-09-01,1625.89
2023-10-01,1757.49
2023-11-01,1830.1
2023-12-01,1645.51
2024-01-01,1791.33
2024-02-01,1839.81
2024-03-01,2002.74
2024-04-01,2008.52
2024-05-01,2012.07
2024-06-01,2025.57
2024-07-01,2070.1
2024-08-01,2160.21
2024-09-01,2196.38
2024-10-01,2189.33
2024-11-01,2269.75
2024-12-01,2285.95
2025-01-01,2425.51
2025-02-01,2477.04
2025-03-01,2617.7
2025-04-01,2758.39
2025-05-01,2814.57
2025-06-01,2811.73
2025-07-01,2880.63
2025-08-01,2914.18
