Tarih,TP_UFEYD09
2016-04-01,173.32
2016-05-01,178.31
2016-06-01,177.43
2016-07-01,176.86
2016-08-01,177.28
2016-09-01,177.77
2016-10-01,182.16
2016-11-01,191.64
2016-12-01,199.35
2017-01-01,215.65
2017-02-01,212.65
2017-03-01,213.31
2017-04-01,212.34
2017-05-01,212.88
2017-06-01,213.63
2017-07-01,219.07
2017-08-01,220.07
2017-09-01,220.42
2017-10-01,229.24
2017-11-01,241.02
2017-12-01,241.17
2018-01-01,242.99
2018-02-01,246.58
2018-03-01,252.97
2018-04-01,262.33
2018-05-01,279.03
2018-06-01,288.67
2018-07-01,296.45
2018-08-01,354.18
2018-09-01,386.06
2018-10-01,356.11
2018-11-01,326.62
2018-12-01,324.26
2019-01-01,331.96
2019-02-01,325.01
2019-03-01,333.73
2019-04-01,350.89
2019-05-01,367.31
2019-06-01,355.96
2019-07-01,348.37
2019-08-01,346.22
2019-09-01,348.36
2019-10-01,352.73
2019-11-01,350.91
2019-12-01,357.64
2020-01-01,365.03
2020-02-01,367.63
2020-03-01,389.95
2020-04-01,416.36
2020-05-01,423.61
2020-06-01,420.75
2020-07-01,426.75
2020-08-01,456.85
2020-09-01,474.85
2020-10-01,495.93
2020-11-01,507.34
2020-12-01,498.15
2021-01-01,486.64
2021-02-01,465.71
2021-03-01,503.66
2021-04-01,541.56
2021-05-01,561.04
2021-06-01,577.78
2021-07-01,577.31
2021-08-01,573.25
2021-09-01,579.97
2021-10-01,623.07
2021-11-01,723.43
2021-12-01,915.22
2022-01-01,967.92
2022-02-01,994.78
2022-03-01,1069.95
2022-04-01,1091.7
2022-05-01,1154.83
2022-06-01,1251.7
2022-07-01,1291.61
2022-08-01,1327.4
2022-09-01,1330.49
2022-10-01,1348.45
2022-11-01,1390.18
2022-12-01,1423.02
2023-01-01,1464.68
2023-02-01,1477.04
2023-03-01,1487.55
2023-04-01,1527.85
2023-05-01,1552.38
2023-06-01,1794.53
2023-07-01,2076.14
2023-08-01,2090.49
2023-09-01,2085.46
2023-10-01,2139.38
2023-11-01,2223.96
2023-12-01,2245.99
2024-01-01,2344.8
2024-02-01,2392.49
2024-03-01,2495.42
2024-04-01,2521.12
2024-05-01,2545.3
2024-06-01,2565.29
2024-07-01,2595.95
2024-08-01,2665.96
2024-09-01,2702.17
2024-10-01,2690.74
2024-11-01,2664.7
2024-12-01,2687.56
2025-01-01,2764.0
2025-02-01,2817.2
2025-03-01,2957.89
2025-04-01,3102.24
2025-05-01,3160.99
2025-06-01,3242.91
2025-07-01,3360.4
2025-08-01,3393.14
