Tarih,TP_UFEYD04
2016-04-01,172.74
2016-05-01,178.94
2016-06-01,179.05
2016-07-01,182.69
2016-08-01,180.19
2016-09-01,181.09
2016-10-01,184.14
2016-11-01,196.13
2016-12-01,207.39
2017-01-01,218.67
2017-02-01,214.51
2017-03-01,216.29
2017-04-01,213.84
2017-05-01,212.65
2017-06-01,206.97
2017-07-01,210.22
2017-08-01,208.58
2017-09-01,206.72
2017-10-01,217.58
2017-11-01,229.3
2017-12-01,226.91
2018-01-01,223.57
2018-02-01,224.98
2018-03-01,233.78
2018-04-01,246.99
2018-05-01,264.46
2018-06-01,277.28
2018-07-01,283.66
2018-08-01,336.08
2018-09-01,378.48
2018-10-01,353.59
2018-11-01,324.14
2018-12-01,316.35
2019-01-01,320.75
2019-02-01,315.74
2019-03-01,328.6
2019-04-01,344.65
2019-05-01,367.04
2019-06-01,354.21
2019-07-01,348.47
2019-08-01,344.82
2019-09-01,348.87
2019-10-01,354.51
2019-11-01,350.9
2019-12-01,357.18
2020-01-01,362.13
2020-02-01,367.22
2020-03-01,382.0
2020-04-01,409.76
2020-05-01,414.49
2020-06-01,413.66
2020-07-01,416.4
2020-08-01,444.02
2020-09-01,458.09
2020-10-01,484.78
2020-11-01,496.53
2020-12-01,482.51
2021-01-01,470.55
2021-02-01,452.35
2021-03-01,477.48
2021-04-01,507.85
2021-05-01,523.77
2021-06-01,541.6
2021-07-01,543.37
2021-08-01,536.42
2021-09-01,539.3
2021-10-01,569.85
2021-11-01,645.92
2021-12-01,814.63
2022-01-01,870.39
2022-02-01,906.85
2022-03-01,960.04
2022-04-01,981.53
2022-05-01,1053.42
2022-06-01,1151.64
2022-07-01,1183.0
2022-08-01,1252.11
2022-09-01,1284.54
2022-10-01,1304.41
2022-11-01,1322.53
2022-12-01,1342.32
2023-01-01,1383.99
2023-02-01,1403.81
2023-03-01,1442.69
2023-04-01,1462.85
2023-05-01,1504.08
2023-06-01,1712.36
2023-07-01,1956.07
2023-08-01,2023.73
2023-09-01,2001.06
2023-10-01,2053.63
2023-11-01,2115.99
2023-12-01,2158.15
2024-01-01,2164.86
2024-02-01,2235.7
2024-03-01,2339.25
2024-04-01,2364.86
2024-05-01,2377.94
2024-06-01,2397.41
2024-07-01,2427.68
2024-08-01,2491.2
2024-09-01,2563.53
2024-10-01,2570.97
2024-11-01,2525.06
2024-12-01,2579.23
2025-01-01,2656.42
2025-02-01,2723.64
2025-03-01,2828.87
2025-04-01,2925.15
2025-05-01,2977.64
2025-06-01,3042.15
2025-07-01,3133.96
2025-08-01,3156.87
