Tarih,TP_UFEYD21
2016-04-01,123.44
2016-05-01,125.45
2016-06-01,118.57
2016-07-01,116.74
2016-08-01,121.71
2016-09-01,119.16
2016-10-01,129.69
2016-11-01,142.98
2016-12-01,155.21
2017-01-01,168.82
2017-02-01,162.87
2017-03-01,164.73
2017-04-01,162.11
2017-05-01,155.75
2017-06-01,150.57
2017-07-01,155.32
2017-08-01,147.08
2017-09-01,145.46
2017-10-01,154.56
2017-11-01,161.73
2017-12-01,163.78
2018-01-01,160.42
2018-02-01,160.19
2018-03-01,164.18
2018-04-01,172.75
2018-05-01,188.7
2018-06-01,194.29
2018-07-01,192.8
2018-08-01,225.32
2018-09-01,243.8
2018-10-01,236.0
2018-11-01,212.44
2018-12-01,211.56
2019-01-01,215.83
2019-02-01,202.66
2019-03-01,212.04
2019-04-01,217.77
2019-05-01,220.15
2019-06-01,227.33
2019-07-01,217.3
2019-08-01,212.38
2019-09-01,213.3
2019-10-01,216.81
2019-11-01,217.38
2019-12-01,210.87
2020-01-01,217.1
2020-02-01,224.31
2020-03-01,234.07
2020-04-01,242.59
2020-05-01,251.18
2020-06-01,250.76
2020-07-01,251.63
2020-08-01,262.16
2020-09-01,273.67
2020-10-01,299.54
2020-11-01,296.81
2020-12-01,297.48
2021-01-01,299.29
2021-02-01,290.27
2021-03-01,315.2
2021-04-01,336.09
2021-05-01,363.3
2021-06-01,376.04
2021-07-01,379.79
2021-08-01,377.23
2021-09-01,365.16
2021-10-01,384.16
2021-11-01,441.64
2021-12-01,560.5
2022-01-01,564.39
2022-02-01,567.87
2022-03-01,621.06
2022-04-01,628.46
2022-05-01,650.04
2022-06-01,722.47
2022-07-01,749.23
2022-08-01,782.41
2022-09-01,806.82
2022-10-01,854.12
2022-11-01,893.6
2022-12-01,942.7
2023-01-01,976.88
2023-02-01,951.35
2023-03-01,950.44
2023-04-01,949.98
2023-05-01,963.74
2023-06-01,1160.41
2023-07-01,1375.57
2023-08-01,1430.52
2023-09-01,1406.32
2023-10-01,1473.58
2023-11-01,1502.39
2023-12-01,1562.51
2024-01-01,1673.56
2024-02-01,1758.18
2024-03-01,1744.83
2024-04-01,1720.72
2024-05-01,1756.42
2024-06-01,1834.77
2024-07-01,1869.23
2024-08-01,1928.44
2024-09-01,1871.01
2024-10-01,1871.48
2024-11-01,1883.36
2024-12-01,1830.07
2025-01-01,1816.34
2025-02-01,1763.12
2025-03-01,1809.54
2025-04-01,1915.47
2025-05-01,1888.87
2025-06-01,1873.66
2025-07-01,1908.91
2025-08-01,1978.97
