Tarih,TP_KB_DVDY22
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,320802.0
2006-01-01,246054.0
2006-02-01,288427.0
2006-03-01,291613.0
2006-04-01,379969.0
2006-05-01,439806.0
2006-06-01,540604.0
2006-07-01,498424.0
2006-08-01,488038.0
2006-09-01,583703.0
2006-10-01,522568.0
2006-11-01,507974.0
2006-12-01,420321.0
2007-01-01,422555.0
2007-02-01,749602.0
2007-03-01,695255.0
2007-04-01,910568.0
2007-05-01,868152.0
2007-06-01,860752.0
2007-07-01,875393.0
2007-08-01,924075.0
2007-09-01,863812.0
2007-10-01,794272.0
2007-11-01,801395.0
2007-12-01,766827.0
2008-01-01,834666.0
2008-02-01,725896.0
2008-03-01,876434.0
2008-04-01,789443.0
2008-05-01,762587.0
2008-06-01,794307.0
2008-07-01,820480.0
2008-08-01,836620.0
2008-09-01,985455.0
2008-10-01,1377096.0
2008-11-01,1492249.0
2008-12-01,1487221.0
2009-01-01,1442383.0
2009-02-01,1063515.0
2009-03-01,1181971.0
2009-04-01,1010535.0
2009-05-01,964193.0
2009-06-01,1171406.0
2009-07-01,1065681.0
2009-08-01,1083474.0
2009-09-01,918231.0
2009-10-01,798491.0
2009-11-01,712789.0
2009-12-01,765845.0
2010-01-01,718471.0
2010-02-01,851369.0
2010-03-01,852382.0
2010-04-01,1170736.0
2010-05-01,1231104.0
2010-06-01,1362413.0
2010-07-01,1279988.0
2010-08-01,1495796.0
2010-09-01,1833598.0
2010-10-01,1716094.0
2010-11-01,1784541.0
2010-12-01,2029878.0
2011-01-01,2277077.0
2011-02-01,2493427.0
2011-03-01,2921614.0
2011-04-01,3120668.0
2011-05-01,3602626.0
2011-06-01,4012106.0
2011-07-01,4427561.0
2011-08-01,4889111.0
2011-09-01,5643454.0
2011-10-01,5678655.0
2011-11-01,5658313.0
2011-12-01,6184879.0
2012-01-01,5811623.0
2012-02-01,6028840.0
2012-03-01,6440302.0
2012-04-01,6408436.0
2012-05-01,7270283.0
2012-06-01,7487931.0
2012-07-01,7388875.0
2012-08-01,7649677.0
2012-09-01,8199012.0
2012-10-01,8395765.0
2012-11-01,8503147.0
2012-12-01,8574398.0
2013-01-01,8737009.0
2013-02-01,8878515.0
2013-03-01,9914483.0
2013-04-01,9573458.0
2013-05-01,10848329.0
2013-06-01,12201115.0
2013-07-01,12599230.0
2013-08-01,12934870.0
2013-09-01,12994387.0
2013-10-01,13046395.0
2013-11-01,13370015.0
2013-12-01,15036705.0
