Tarih,TP_KB_DVDY04
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,7314.0
2006-01-01,6149.0
2006-02-01,8363.0
2006-03-01,6521.0
2006-04-01,10358.0
2006-05-01,6755.0
2006-06-01,10327.0
2006-07-01,13423.0
2006-08-01,11251.0
2006-09-01,13518.0
2006-10-01,9769.0
2006-11-01,11840.0
2006-12-01,20309.0
2007-01-01,9370.0
2007-02-01,20889.0
2007-03-01,17026.0
2007-04-01,19624.0
2007-05-01,12753.0
2007-06-01,14078.0
2007-07-01,17648.0
2007-08-01,23933.0
2007-09-01,20519.0
2007-10-01,13655.0
2007-11-01,15163.0
2007-12-01,25740.0
2008-01-01,22170.0
2008-02-01,21390.0
2008-03-01,31252.0
2008-04-01,19550.0
2008-05-01,15640.0
2008-06-01,28528.0
2008-07-01,16200.0
2008-08-01,26760.0
2008-09-01,12358.0
2008-10-01,26651.0
2008-11-01,29521.0
2008-12-01,42300.0
2009-01-01,36364.0
2009-02-01,24980.0
2009-03-01,31740.0
2009-04-01,19972.0
2009-05-01,16383.0
2009-06-01,20133.0
2009-07-01,20809.0
2009-08-01,33047.0
2009-09-01,20709.0
2009-10-01,40327.0
2009-11-01,16542.0
2009-12-01,10.0
2010-01-01,43.0
2010-02-01,15395.0
2010-03-01,686.0
2010-04-01,4.0
2010-05-01,308.0
2010-06-01,4100.0
2010-07-01,30207.0
2010-08-01,7281.0
2010-09-01,491.0
2010-10-01,3886.0
2010-11-01,465.0
2010-12-01,17.0
2011-01-01,34668.0
2011-02-01,384.0
2011-03-01,1206.0
2011-04-01,6259.0
2011-05-01,866.0
2011-06-01,969.0
2011-07-01,1726.0
2011-08-01,947.0
2011-09-01,195628.0
2011-10-01,48548.0
2011-11-01,822.0
2011-12-01,801.0
2012-01-01,931.0
2012-02-01,412.0
2012-03-01,113.0
2012-04-01,629.0
2012-05-01,897.0
2012-06-01,3174.0
2012-07-01,56477.0
2012-08-01,51575.0
2012-09-01,37021.0
2012-10-01,35497.0
2012-11-01,758.0
2012-12-01,681.0
2013-01-01,38613.0
2013-02-01,92399.0
2013-03-01,425.0
2013-04-01,123121.0
2013-05-01,3056.0
2013-06-01,230917.0
2013-07-01,7523.0
2013-08-01,193157.0
2013-09-01,9913.0
2013-10-01,23304.0
2013-11-01,189984.0
2013-12-01,195.0
2014-01-01,13829.0
2014-02-01,553.0
2014-03-01,918.0
2014-04-01,2436.0
2014-05-01,3009.0
2014-06-01,21015.0
2014-07-01,2031.0
