Tarih,TP_KB_DVDY36
2014-09-01,151437.0
2014-10-01,144888.0
2014-11-01,144536.0
2014-12-01,149523.0
2015-01-01,151238.0
2015-02-01,156710.0
2015-03-01,170737.0
2015-04-01,168738.0
2015-05-01,158524.0
2015-06-01,170942.0
2015-07-01,171741.0
2015-08-01,186953.0
2015-09-01,191143.0
2015-10-01,175787.0
2015-11-01,180340.0
2015-12-01,181747.0
2016-01-01,179797.0
2016-02-01,163085.0
2016-03-01,155686.0
2016-04-01,144940.0
2016-05-01,145597.0
2016-06-01,133849.0
2016-07-01,131500.0
2016-08-01,137050.0
2016-09-01,140526.0
2016-10-01,146281.0
2016-11-01,178507.0
2016-12-01,221502.0
2017-01-01,248143.0
2017-02-01,234729.0
2017-03-01,236377.0
2017-04-01,212831.0
2017-05-01,214960.0
2017-06-01,222553.0
2017-07-01,233828.0
2017-08-01,204350.0
2017-09-01,203991.0
2017-10-01,221524.0
2017-11-01,233634.0
2017-12-01,229937.0
2018-01-01,193782.0
2018-02-01,191257.0
2018-03-01,198447.0
2018-04-01,210906.0
2018-05-01,237706.0
2018-06-01,241529.0
2018-07-01,293027.0
2018-08-01,395439.0
2018-09-01,385709.0
2018-10-01,368059.0
2018-11-01,343002.0
2018-12-01,358317.0
2019-01-01,340380.0
2019-02-01,322369.0
2019-03-01,338269.0
2019-04-01,358333.0
2019-05-01,353196.0
2019-06-01,315675.0
2019-07-01,298200.0
2019-08-01,333532.0
2019-09-01,325254.0
2019-10-01,328791.0
2019-11-01,328167.0
2019-12-01,332971.0
2020-01-01,342345.0
2020-02-01,392022.0
2020-03-01,442051.0
2020-04-01,534630.0
2020-05-01,541276.0
2020-06-01,533502.0
2020-07-01,598458.0
2020-08-01,675354.0
2020-09-01,764422.0
2020-10-01,833957.0
2020-11-01,771527.0
2020-12-01,786951.0
2021-01-01,789721.0
2021-02-01,828751.0
2021-03-01,1144283.0
2021-04-01,1231970.0
2021-05-01,1323667.0
2021-06-01,1276099.0
2021-07-01,1258731.0
2021-08-01,1208162.0
2021-09-01,1247151.0
2021-10-01,1329960.0
2021-11-01,1756222.0
2021-12-01,1867532.0
2022-01-01,1776744.0
2022-02-01,1982130.0
2022-03-01,2142622.0
2022-04-01,2237640.0
2022-05-01,2436486.0
2022-06-01,2357744.0
2022-07-01,2539751.0
2022-08-01,2575376.0
2022-09-01,2615100.0
2022-10-01,2593623.0
2022-11-01,3639610.0
2022-12-01,4879651.0
2023-01-01,5037241.0
2023-02-01,5077092.0
2023-03-01,5470501.0
2023-04-01,5901571.0
2023-05-01,5818916.0
2023-06-01,7040527.0
2023-07-01,7227267.0
2023-08-01,7213524.0
2023-09-01,6991567.0
2023-10-01,7514147.0
2023-11-01,7252838.0
2023-12-01,7520358.0
2024-01-01,8045995.0
2024-02-01,8288659.0
2024-03-01,9143578.0
2024-04-01,8805462.0
2024-05-01,8676292.0
2024-06-01,8804367.0
2024-07-01,9245498.0
2024-08-01,9970173.0
2024-09-01,10537981.0
2024-10-01,11170648.0
2024-11-01,11215723.0
2024-12-01,10972924.0
2025-01-01,11469178.0
2025-02-01,12377438.0
2025-03-01,13648669.0
2025-04-01,17131108.0
2025-05-01,17904296.0
2025-06-01,18559828.0
2025-07-01,19212182.0
2025-08-01,19389177.0
