Tarih,TP_KB_DVDY07
2013-12-01,1562392.0
2014-01-01,2070793.0
2014-02-01,1771744.0
2014-03-01,1813066.0
2014-04-01,2036419.0
2014-05-01,1588282.0
2014-06-01,1684572.0
2014-07-01,1925650.0
2014-08-01,1639634.0
2014-09-01,2044590.0
2014-10-01,1969259.0
2014-11-01,1948754.0
2014-12-01,1391391.0
2015-01-01,1464116.0
2015-02-01,1673798.0
2015-03-01,1509740.0
2015-04-01,1568117.0
2015-05-01,1667376.0
2015-06-01,1608505.0
2015-07-01,1496401.0
2015-08-01,1329191.0
2015-09-01,1503045.0
2015-10-01,1841010.0
2015-11-01,1881717.0
2015-12-01,2159753.0
2016-01-01,2777751.0
2016-02-01,2656658.0
2016-03-01,1993619.0
2016-04-01,2481164.0
2016-05-01,2217241.0
2016-06-01,1896969.0
2016-07-01,1440981.0
2016-08-01,1746644.0
2016-09-01,1926899.0
2016-10-01,1975828.0
2016-11-01,1983611.0
2016-12-01,1916158.0
2017-01-01,2098868.0
2017-02-01,1697391.0
2017-03-01,1879702.0
2017-04-01,1785605.0
2017-05-01,1832129.0
2017-06-01,2222113.0
2017-07-01,2260238.0
2017-08-01,1961099.0
2017-09-01,1935849.0
2017-10-01,1848000.0
2017-11-01,1818129.0
2017-12-01,1980955.0
2018-01-01,1914476.0
2018-02-01,2428713.0
2018-03-01,2337753.0
2018-04-01,2500667.0
2018-05-01,2260308.0
2018-06-01,2578075.0
2018-07-01,2449574.0
2018-08-01,3265719.0
2018-09-01,2696286.0
2018-10-01,2652533.0
2018-11-01,2552125.0
2018-12-01,2847218.0
2019-01-01,2661183.0
2019-02-01,3625024.0
2019-03-01,3724419.0
2019-04-01,3905180.0
2019-05-01,2715035.0
2019-06-01,2241319.0
2019-07-01,2526435.0
2019-08-01,2673206.0
2019-09-01,3037650.0
2019-10-01,3703507.0
2019-11-01,3442023.0
2019-12-01,4907670.0
2020-01-01,4746586.0
2020-02-01,4484760.0
2020-03-01,4947147.0
2020-04-01,5049202.0
2020-05-01,3838733.0
2020-06-01,3645634.0
2020-07-01,3830780.0
2020-08-01,3850772.0
2020-09-01,4666502.0
2020-10-01,4760511.0
2020-11-01,4381231.0
2020-12-01,4364661.0
2021-01-01,3917321.0
2021-02-01,4388801.0
2021-03-01,5748772.0
2021-04-01,5320216.0
2021-05-01,5421979.0
2021-06-01,5712762.0
2021-07-01,5477795.0
2021-08-01,5472979.0
2021-09-01,5892464.0
2021-10-01,6343842.0
2021-11-01,8336925.0
2021-12-01,8234431.0
2022-01-01,8382337.0
2022-02-01,9494706.0
2022-03-01,10350906.0
2022-04-01,10621980.0
2022-05-01,11174144.0
2022-06-01,11564832.0
2022-07-01,13669734.0
2022-08-01,13977532.0
2022-09-01,14612630.0
2022-10-01,14215430.0
2022-11-01,13407601.0
2022-12-01,15207123.0
2023-01-01,15445172.0
2023-02-01,15309497.0
2023-03-01,15226709.0
2023-04-01,14372599.0
2023-05-01,14783346.0
2023-06-01,17256204.0
2023-07-01,17795949.0
2023-08-01,18034744.0
2023-09-01,18134020.0
2023-10-01,18785257.0
2023-11-01,23986017.0
2023-12-01,22964780.0
2024-01-01,25636663.0
2024-02-01,29941002.0
2024-03-01,29990158.0
2024-04-01,28400774.0
2024-05-01,28638722.0
2024-06-01,26712146.0
2024-07-01,30239679.0
2024-08-01,31123551.0
2024-09-01,31551173.0
2024-10-01,31251035.0
2024-11-01,29465281.0
2024-12-01,30616250.0
2025-01-01,25705244.0
2025-02-01,27291145.0
2025-03-01,29309815.0
2025-04-01,30605310.0
2025-05-01,27106190.0
2025-06-01,44696466.0
2025-07-01,36808355.0
2025-08-01,34872302.0
