Tarih,TP_KB_DVDY03
2014-06-01,568933.0
2014-07-01,661286.0
2014-08-01,403407.0
2014-09-01,567875.0
2014-10-01,596364.0
2014-11-01,427911.0
2014-12-01,760104.0
2015-01-01,1123149.0
2015-02-01,1172038.0
2015-03-01,1318350.0
2015-04-01,672551.0
2015-05-01,897307.0
2015-06-01,1298672.0
2015-07-01,2798186.0
2015-08-01,2315983.0
2015-09-01,2510365.0
2015-10-01,1758527.0
2015-11-01,2355237.0
2015-12-01,2197747.0
2016-01-01,1756637.0
2016-02-01,1537208.0
2016-03-01,1598293.0
2016-04-01,2286268.0
2016-05-01,3756590.0
2016-06-01,2404538.0
2016-07-01,3681738.0
2016-08-01,3337615.0
2016-09-01,3452191.0
2016-10-01,2906001.0
2016-11-01,2566655.0
2016-12-01,2465841.0
2017-01-01,2476827.0
2017-02-01,1993382.0
2017-03-01,2248443.0
2017-04-01,1913463.0
2017-05-01,3407661.0
2017-06-01,3041752.0
2017-07-01,3150853.0
2017-08-01,3051026.0
2017-09-01,3226804.0
2017-10-01,4281912.0
2017-11-01,3954501.0
2017-12-01,3226814.0
2018-01-01,2362933.0
2018-02-01,2391827.0
2018-03-01,3011324.0
2018-04-01,2609307.0
2018-05-01,2291307.0
2018-06-01,3238180.0
2018-07-01,4698346.0
2018-08-01,6453630.0
2018-09-01,5381412.0
2018-10-01,5020124.0
2018-11-01,5235429.0
2018-12-01,4927470.0
2019-01-01,4002913.0
2019-02-01,4183144.0
2019-03-01,3040580.0
2019-04-01,5266326.0
2019-05-01,4508110.0
2019-06-01,4547011.0
2019-07-01,5048424.0
2019-08-01,5986676.0
2019-09-01,4265669.0
2019-10-01,4862304.0
2019-11-01,4486534.0
2019-12-01,4916260.0
2020-01-01,3894270.0
2020-02-01,5006845.0
2020-03-01,4311424.0
2020-04-01,4936273.0
2020-05-01,4602701.0
2020-06-01,4831438.0
2020-07-01,5518988.0
2020-08-01,7836283.0
2020-09-01,8027968.0
2020-10-01,7658400.0
2020-11-01,8180701.0
2020-12-01,7998113.0
2021-01-01,8969195.0
2021-02-01,10665352.0
2021-03-01,15672967.0
2021-04-01,11593948.0
2021-05-01,12072867.0
2021-06-01,10564142.0
2021-07-01,11270548.0
2021-08-01,9822624.0
2021-09-01,13115153.0
2021-10-01,12192158.0
2021-11-01,15620794.0
2021-12-01,14567165.0
2022-01-01,17210092.0
2022-02-01,14510323.0
2022-03-01,18683155.0
2022-04-01,15870024.0
2022-05-01,20656354.0
2022-06-01,16594347.0
2022-07-01,16356409.0
2022-08-01,18414978.0
2022-09-01,15380878.0
2022-10-01,19828333.0
2022-11-01,16218955.0
2022-12-01,13443720.0
2023-01-01,12412866.0
2023-02-01,13948389.0
2023-03-01,11760669.0
2023-04-01,12885288.0
2023-05-01,19634115.0
2023-06-01,33637165.0
2023-07-01,29728760.0
2023-08-01,27332374.0
2023-09-01,35389172.0
2023-10-01,31893135.0
2023-11-01,29314085.0
2023-12-01,28694983.0
2024-01-01,24452828.0
2024-02-01,20436031.0
2024-03-01,20211556.0
2024-04-01,42372145.0
2024-05-01,39249909.0
2024-06-01,28569775.0
2024-07-01,32167450.0
2024-08-01,22551508.0
2024-09-01,30412475.0
2024-10-01,27639773.0
2024-11-01,26634403.0
2024-12-01,28095777.0
2025-01-01,21701271.0
2025-02-01,32190551.0
2025-03-01,27061741.0
2025-04-01,38806670.0
2025-05-01,42827657.0
2025-06-01,38667386.0
2025-07-01,37761411.0
2025-08-01,36693398.0
