Tarih,TP_IHRACATBEC_31
2016-10-01,11168.484
2016-11-01,12508.009
2016-12-01,8689.156
2017-01-01,17494.669
2017-02-01,21446.189
2017-03-01,7785.317
2017-04-01,253.49
2017-05-01,14895.753
2017-06-01,7302.538
2017-07-01,13407.016
2017-08-01,16969.759
2017-09-01,14222.693
2017-10-01,14200.495
2017-11-01,10983.327
2017-12-01,16978.739
2018-01-01,15977.75
2018-02-01,13475.147
2018-03-01,8544.798
2018-04-01,7757.962
2018-05-01,17904.185
2018-06-01,17026.286
2018-07-01,7502.086
2018-08-01,18024.962
2018-09-01,19786.354
2018-10-01,19227.395
2018-11-01,17397.976
2018-12-01,18029.929
2019-01-01,33385.242
2019-02-01,31759.97
2019-03-01,8440.085
2019-04-01,681.361
2019-05-01,25282.919
2019-06-01,22268.428
2019-07-01,24930.062
2019-08-01,18655.009
2019-09-01,18512.193
2019-10-01,14185.399
2019-11-01,20951.496
2019-12-01,11036.55
2020-01-01,30641.0
2020-02-01,13014.0
2020-03-01,2020.0
2020-04-01,7138.0
2020-05-01,847.0
2020-06-01,1134.0
2020-07-01,4922.0
2020-08-01,7874.0
2020-09-01,6479.0
2020-10-01,7534.0
2020-11-01,7239.0
2020-12-01,11252.0
2021-01-01,10217.0
2021-02-01,8593.0
2021-03-01,4795.0
2021-04-01,5472.0
2021-05-01,8966.0
2021-06-01,6306.0
2021-07-01,5082.0
2021-08-01,11156.0
2021-09-01,576.0
2021-10-01,6021.0
2021-11-01,16676.0
2021-12-01,9077.0
2022-01-01,14851.0
2022-02-01,1669.0
2022-03-01,3094.0
2022-04-01,29960.0
2022-05-01,9109.0
2022-06-01,27599.0
2022-07-01,205775.0
2022-08-01,60527.0
2022-09-01,32312.0
2022-10-01,54585.0
2022-11-01,24351.0
2022-12-01,44600.0
2023-01-01,29145.0
2023-02-01,7242.0
2023-03-01,6761.0
2023-04-01,4634.0
2023-05-01,9418.0
2023-06-01,5158.0
2023-07-01,2767.0
2023-08-01,25708.0
2023-09-01,4997.0
2023-10-01,7149.0
2023-11-01,5921.0
2023-12-01,4683.0
2024-01-01,3451.0
2024-02-01,827.0
2024-03-01,1437.0
2024-04-01,2327.0
2024-05-01,46044.0
2024-06-01,780.0
2024-07-01,78214.0
2024-08-01,27813.0
2024-09-01,34664.0
2024-10-01,179884.0
2024-11-01,3927.0
2024-12-01,8886.0
2025-01-01,22237.0
2025-02-01,41362.0
2025-03-01,75710.0
2025-04-01,39411.0
2025-05-01,19601.0
2025-06-01,24049.0
2025-07-01,20505.0
2025-08-01,23703.0
