Tarih,TP_IHRACATBEC_53
2016-10-01,911357.627
2016-11-01,870461.059
2016-12-01,841799.573
2017-01-01,817563.622
2017-02-01,853431.417
2017-03-01,1024236.872
2017-04-01,838994.628
2017-05-01,904316.149
2017-06-01,904735.717
2017-07-01,842802.147
2017-08-01,928509.606
2017-09-01,912434.896
2017-10-01,1043371.782
2017-11-01,1017270.323
2017-12-01,983296.23
2018-01-01,1012699.148
2018-02-01,1032095.193
2018-03-01,1155164.49
2018-04-01,1032001.819
2018-05-01,1131642.897
2018-06-01,992055.634
2018-07-01,1000989.841
2018-08-01,804441.937
2018-09-01,963239.984
2018-10-01,1058205.602
2018-11-01,1017402.712
2018-12-01,880645.353
2019-01-01,986125.949
2019-02-01,1026382.81
2019-03-01,1066913.443
2019-04-01,1030926.626
2019-05-01,1180123.175
2019-06-01,790056.355
2019-07-01,1032125.744
2019-08-01,859209.926
2019-09-01,1062315.311
2019-10-01,1122996.62
2019-11-01,1056031.916
2019-12-01,916049.859
2020-01-01,996628.0
2020-02-01,997660.0
2020-03-01,875689.0
2020-04-01,364254.0
2020-05-01,469470.0
2020-06-01,752162.0
2020-07-01,867700.0
2020-08-01,813183.0
2020-09-01,1059689.0
2020-10-01,1102825.0
2020-11-01,999367.0
2020-12-01,1063038.0
2021-01-01,985048.0
2021-02-01,1084030.0
2021-03-01,1110206.0
2021-04-01,1114452.0
2021-05-01,974276.0
2021-06-01,1145832.0
2021-07-01,867841.0
2021-08-01,1057808.0
2021-09-01,1111349.0
2021-10-01,995018.0
2021-11-01,1087501.0
2021-12-01,1121385.0
2022-01-01,1012236.0
2022-02-01,1187403.0
2022-03-01,1239115.0
2022-04-01,1211483.0
2022-05-01,955548.0
2022-06-01,1227981.0
2022-07-01,943892.0
2022-08-01,1157146.0
2022-09-01,1258398.0
2022-10-01,1159654.0
2022-11-01,1226970.0
2022-12-01,1256048.0
2023-01-01,1214451.0
2023-02-01,1206948.0
2023-03-01,1406181.0
2023-04-01,1178894.0
2023-05-01,1397205.0
2023-06-01,1273599.0
2023-07-01,1148939.0
2023-08-01,1280114.0
2023-09-01,1310335.0
2023-10-01,1292283.0
2023-11-01,1340118.0
2023-12-01,1262597.0
2024-01-01,1278133.0
2024-02-01,1348450.0
2024-03-01,1387590.0
2024-04-01,1176869.0
2024-05-01,1547520.0
2024-06-01,1109198.0
2024-07-01,1390675.0
2024-08-01,1358341.0
2024-09-01,1452017.0
2024-10-01,1529743.0
2024-11-01,1456606.0
2024-12-01,1352778.0
2025-01-01,1473081.0
2025-02-01,1417179.0
2025-03-01,1468304.0
2025-04-01,1437655.0
2025-05-01,1612312.0
2025-06-01,1348166.0
2025-07-01,1568220.0
2025-08-01,1419318.0
